"response","tgrep_id","workerid","Answer.condition","Answer.time_in_minutes","slide_number_in_experiment","speaker_cond"
"[0.09, 'true']","example2",168,"undefined",7.61358333333333,3,"exp07"
"[0, 'true']","examplecheckbox3",168,"undefined",7.61358333333333,4,"exp07"
"[0.22, 'false']","example3",168,"undefined",7.61358333333333,4,"exp07"
"[0.79, 'false']","example3",168,"undefined",7.61358333333333,4,"exp07"
"[0.79, 'true']","example4",168,"undefined",7.61358333333333,5,"exp07"
"[0.26, 'false']","example5",168,"undefined",7.61358333333333,6,"exp07"
"[0.66, True]","157516:9",168,"undefined",7.61358333333333,8,"exp07"
"[0.57, False]","176651:43",168,"undefined",7.61358333333333,9,"exp07"
"[0.88, False]","175702:23",168,"undefined",7.61358333333333,10,"exp07"
"[0.14, True]","106267:29",168,"undefined",7.61358333333333,11,"exp07"
"[0.06, True]","130584:43",168,"undefined",7.61358333333333,12,"exp07"
"[0.17, False]","control3",168,"undefined",7.61358333333333,13,"exp07"
"[0.13, False]","47856:7",168,"undefined",7.61358333333333,14,"exp07"
"[0.23, False]","99170:29",168,"undefined",7.61358333333333,15,"exp07"
"[0.4, False]","87654:69",168,"undefined",7.61358333333333,16,"exp07"
"[0.9, True]","108856:73",168,"undefined",7.61358333333333,17,"exp07"
"[0.36, False]","control4",168,"undefined",7.61358333333333,18,"exp07"
"[0.48, False]","8866:65",168,"undefined",7.61358333333333,19,"exp07"
"[0.55, True]","85252:8",168,"undefined",7.61358333333333,20,"exp07"
"[0.55, False]","149669:184",168,"undefined",7.61358333333333,21,"exp07"
"[0.39, False]","124385:34",168,"undefined",7.61358333333333,22,"exp07"
"[0.77, True]","98822:22",168,"undefined",7.61358333333333,23,"exp07"
"[0.49, False]","161653:6",168,"undefined",7.61358333333333,24,"exp07"
"[0.74, False]","107909:42",168,"undefined",7.61358333333333,25,"exp07"
"[0.37, True]","173289:7",168,"undefined",7.61358333333333,26,"exp07"
"[0.6, False]","69750:37",168,"undefined",7.61358333333333,27,"exp07"
"[0.67, True]","148372:13",168,"undefined",7.61358333333333,28,"exp07"
"[0.4, False]","control2",168,"undefined",7.61358333333333,29,"exp07"
"[0.64, True]","30987:12",168,"undefined",7.61358333333333,30,"exp07"
"[0.39, True]","control1",168,"undefined",7.61358333333333,31,"exp07"
"[0, 'false']","examplecheckbox1",169,"undefined",15.42945,2,"exp07"
"[0.46, 'true']","example1",169,"undefined",15.42945,2,"exp07"
"[1, 'true']","example1",169,"undefined",15.42945,2,"exp07"
"[0, 'not_sure']","examplecheckbox2",169,"undefined",15.42945,3,"exp07"
"[0.77, 'true']","example2",169,"undefined",15.42945,3,"exp07"
"[0.26, 'true']","example2",169,"undefined",15.42945,3,"exp07"
"[0, 'true']","examplecheckbox3",169,"undefined",15.42945,4,"exp07"
"[0.26, 'false']","example3",169,"undefined",15.42945,4,"exp07"
"[1, 'false']","example3",169,"undefined",15.42945,4,"exp07"
"[1, 'true']","example4",169,"undefined",15.42945,5,"exp07"
"[1, 'true']","example5",169,"undefined",15.42945,6,"exp07"
"[0, 'true']","example5",169,"undefined",15.42945,6,"exp07"
"[0.6, False]","69750:37",169,"undefined",15.42945,8,"exp07"
"[0.03, False]","157516:9",169,"undefined",15.42945,9,"exp07"
"[0, False]","98822:22",169,"undefined",15.42945,10,"exp07"
"[0.11, True]","175702:23",169,"undefined",15.42945,11,"exp07"
"[0.82, False]","173289:7",169,"undefined",15.42945,12,"exp07"
"[0.27, False]","30987:12",169,"undefined",15.42945,13,"exp07"
"[0.71, False]","161653:6",169,"undefined",15.42945,14,"exp07"
"[0.36, False]","87654:69",169,"undefined",15.42945,15,"exp07"
"[0.83, False]","130584:43",169,"undefined",15.42945,16,"exp07"
"[0.14, False]","85252:8",169,"undefined",15.42945,17,"exp07"
"[0.8, False]","47856:7",169,"undefined",15.42945,18,"exp07"
"[0.58, False]","control1",169,"undefined",15.42945,19,"exp07"
"[0.62, False]","99170:29",169,"undefined",15.42945,20,"exp07"
"[0.15, False]","149669:184",169,"undefined",15.42945,21,"exp07"
"[0.85, False]","control3",169,"undefined",15.42945,22,"exp07"
"[0.1, False]","8866:65",169,"undefined",15.42945,23,"exp07"
"[0.04, False]","control2",169,"undefined",15.42945,24,"exp07"
"[0.19, False]","148372:13",169,"undefined",15.42945,25,"exp07"
"[0.05, False]","106267:29",169,"undefined",15.42945,26,"exp07"
"[0.11, False]","108856:73",169,"undefined",15.42945,27,"exp07"
"[0.79, False]","176651:43",169,"undefined",15.42945,28,"exp07"
"[0.06, False]","control4",169,"undefined",15.42945,29,"exp07"
"[0.13, False]","124385:34",169,"undefined",15.42945,30,"exp07"
"[0.67, False]","107909:42",169,"undefined",15.42945,31,"exp07"
"[1, 'true']","example1",170,"undefined",8.40993333333333,2,"exp07"
"[0, 'false']","examplecheckbox2",170,"undefined",8.40993333333333,3,"exp07"
"[0.12, 'true']","example2",170,"undefined",8.40993333333333,3,"exp07"
"[1, 'false']","example3",170,"undefined",8.40993333333333,4,"exp07"
"[1, 'false']","example4",170,"undefined",8.40993333333333,5,"exp07"
"[0.48, 'false']","example5",170,"undefined",8.40993333333333,6,"exp07"
"[0, False]","control2",170,"undefined",8.40993333333333,8,"exp07"
"[0, False]","148372:13",170,"undefined",8.40993333333333,9,"exp07"
"[1, False]","87654:69",170,"undefined",8.40993333333333,10,"exp07"
"[0.37, False]","control3",170,"undefined",8.40993333333333,11,"exp07"
"[0.66, False]","173289:7",170,"undefined",8.40993333333333,12,"exp07"
"[0, False]","control1",170,"undefined",8.40993333333333,13,"exp07"
"[1, False]","175702:23",170,"undefined",8.40993333333333,14,"exp07"
"[0.25, False]","161653:6",170,"undefined",8.40993333333333,15,"exp07"
"[0.17, False]","69750:37",170,"undefined",8.40993333333333,16,"exp07"
"[0.36, False]","176651:43",170,"undefined",8.40993333333333,17,"exp07"
"[0.31, False]","47856:7",170,"undefined",8.40993333333333,18,"exp07"
"[0.34, False]","130584:43",170,"undefined",8.40993333333333,19,"exp07"
"[0.72, False]","108856:73",170,"undefined",8.40993333333333,20,"exp07"
"[0, False]","control4",170,"undefined",8.40993333333333,21,"exp07"
"[0.66, False]","107909:42",170,"undefined",8.40993333333333,22,"exp07"
"[0.68, False]","157516:9",170,"undefined",8.40993333333333,23,"exp07"
"[0.47, False]","106267:29",170,"undefined",8.40993333333333,24,"exp07"
"[0.31, False]","124385:34",170,"undefined",8.40993333333333,25,"exp07"
"[0.59, False]","30987:12",170,"undefined",8.40993333333333,26,"exp07"
"[0.63, True]","149669:184",170,"undefined",8.40993333333333,27,"exp07"
"[0.67, False]","99170:29",170,"undefined",8.40993333333333,28,"exp07"
"[0.28, False]","98822:22",170,"undefined",8.40993333333333,29,"exp07"
"[0.73, False]","8866:65",170,"undefined",8.40993333333333,30,"exp07"
"[0.44, False]","85252:8",170,"undefined",8.40993333333333,31,"exp07"
"[0.64, 'true']","example1",171,"undefined",19.9843166666667,2,"exp07"
"[0, 'not_sure']","examplecheckbox2",171,"undefined",19.9843166666667,3,"exp07"
"[0.63, 'true']","example2",171,"undefined",19.9843166666667,3,"exp07"
"[0.17, 'true']","example2",171,"undefined",19.9843166666667,3,"exp07"
"[0.03, 'false']","example3",171,"undefined",19.9843166666667,4,"exp07"
"[0.68, 'false']","example3",171,"undefined",19.9843166666667,4,"exp07"
"[0.02, 'false']","example4",171,"undefined",19.9843166666667,5,"exp07"
"[0.98, 'false']","example4",171,"undefined",19.9843166666667,5,"exp07"
"[0.98, 'false']","example5",171,"undefined",19.9843166666667,6,"exp07"
"[0.01, 'false']","example5",171,"undefined",19.9843166666667,6,"exp07"
"[0.97, False]","108856:73",171,"undefined",19.9843166666667,8,"exp07"
"[0.69, False]","98822:22",171,"undefined",19.9843166666667,9,"exp07"
"[0.41, False]","47856:7",171,"undefined",19.9843166666667,10,"exp07"
"[0.63, False]","161653:6",171,"undefined",19.9843166666667,11,"exp07"
"[0.45, False]","124385:34",171,"undefined",19.9843166666667,12,"exp07"
"[0.66, False]","85252:8",171,"undefined",19.9843166666667,13,"exp07"
"[0.47, False]","87654:69",171,"undefined",19.9843166666667,14,"exp07"
"[0.64, False]","157516:9",171,"undefined",19.9843166666667,15,"exp07"
"[0.2, False]","control3",171,"undefined",19.9843166666667,16,"exp07"
"[0.97, False]","8866:65",171,"undefined",19.9843166666667,17,"exp07"
"[0.81, False]","176651:43",171,"undefined",19.9843166666667,18,"exp07"
"[0.28, False]","69750:37",171,"undefined",19.9843166666667,19,"exp07"
"[0.98, False]","99170:29",171,"undefined",19.9843166666667,20,"exp07"
"[0.04, False]","30987:12",171,"undefined",19.9843166666667,21,"exp07"
"[0.03, False]","107909:42",171,"undefined",19.9843166666667,22,"exp07"
"[0.03, False]","130584:43",171,"undefined",19.9843166666667,23,"exp07"
"[0.98, False]","control4",171,"undefined",19.9843166666667,24,"exp07"
"[0.94, False]","175702:23",171,"undefined",19.9843166666667,25,"exp07"
"[0.92, False]","control2",171,"undefined",19.9843166666667,26,"exp07"
"[0.05, False]","control1",171,"undefined",19.9843166666667,27,"exp07"
"[0.93, False]","148372:13",171,"undefined",19.9843166666667,28,"exp07"
"[0.96, False]","106267:29",171,"undefined",19.9843166666667,29,"exp07"
"[0.03, False]","173289:7",171,"undefined",19.9843166666667,30,"exp07"
"[0.93, False]","149669:184",171,"undefined",19.9843166666667,31,"exp07"
"[0.84, 'true']","example1",172,"undefined",22.1436666666667,2,"exp07"
"[0.06, 'true']","example2",172,"undefined",22.1436666666667,3,"exp07"
"[0.97, 'false']","example3",172,"undefined",22.1436666666667,4,"exp07"
"[0.87, 'false']","example4",172,"undefined",22.1436666666667,5,"exp07"
"[0.68, 'true']","example5",172,"undefined",22.1436666666667,6,"exp07"
"[0.25, 'true']","example5",172,"undefined",22.1436666666667,6,"exp07"
"[0.16, False]","30987:12",172,"undefined",22.1436666666667,8,"exp07"
"[0.42, False]","control3",172,"undefined",22.1436666666667,9,"exp07"
"[0.15, False]","control2",172,"undefined",22.1436666666667,10,"exp07"
"[0.34, False]","98822:22",172,"undefined",22.1436666666667,11,"exp07"
"[0.12, False]","control1",172,"undefined",22.1436666666667,12,"exp07"
"[0.3, False]","148372:13",172,"undefined",22.1436666666667,13,"exp07"
"[0.24, False]","124385:34",172,"undefined",22.1436666666667,14,"exp07"
"[0.28, False]","173289:7",172,"undefined",22.1436666666667,15,"exp07"
"[0.33, False]","149669:184",172,"undefined",22.1436666666667,16,"exp07"
"[0.08, False]","47856:7",172,"undefined",22.1436666666667,17,"exp07"
"[0.86, False]","8866:65",172,"undefined",22.1436666666667,18,"exp07"
"[0.13, False]","161653:6",172,"undefined",22.1436666666667,19,"exp07"
"[0.21, False]","176651:43",172,"undefined",22.1436666666667,20,"exp07"
"[0.31, False]","175702:23",172,"undefined",22.1436666666667,21,"exp07"
"[0.28, False]","87654:69",172,"undefined",22.1436666666667,22,"exp07"
"[0.35, False]","106267:29",172,"undefined",22.1436666666667,23,"exp07"
"[0.83, False]","157516:9",172,"undefined",22.1436666666667,24,"exp07"
"[0.19, False]","control4",172,"undefined",22.1436666666667,25,"exp07"
"[0.27, False]","69750:37",172,"undefined",22.1436666666667,26,"exp07"
"[0.23, False]","107909:42",172,"undefined",22.1436666666667,27,"exp07"
"[0.22, False]","108856:73",172,"undefined",22.1436666666667,28,"exp07"
"[0.66, False]","85252:8",172,"undefined",22.1436666666667,29,"exp07"
"[0.15, False]","99170:29",172,"undefined",22.1436666666667,30,"exp07"
"[0.26, False]","130584:43",172,"undefined",22.1436666666667,31,"exp07"
"[0, 'true']","example1",173,"undefined",19.2607833333333,2,"exp07"
"[1, 'true']","example1",173,"undefined",19.2607833333333,2,"exp07"
"[0, 'true']","example2",173,"undefined",19.2607833333333,3,"exp07"
"[1, 'false']","example3",173,"undefined",19.2607833333333,4,"exp07"
"[1, 'not_sure']","example4",173,"undefined",19.2607833333333,5,"exp07"
"[0, 'unclear']","example5",173,"undefined",19.2607833333333,6,"exp07"
"[1, False]","149669:184",173,"undefined",19.2607833333333,8,"exp07"
"[0, False]","69750:37",173,"undefined",19.2607833333333,9,"exp07"
"[1, False]","130584:43",173,"undefined",19.2607833333333,10,"exp07"
"[1, True]","108856:73",173,"undefined",19.2607833333333,11,"exp07"
"[0, False]","30987:12",173,"undefined",19.2607833333333,12,"exp07"
"[0.12, True]","175702:23",173,"undefined",19.2607833333333,13,"exp07"
"[0, False]","control4",173,"undefined",19.2607833333333,14,"exp07"
"[0.05, False]","control3",173,"undefined",19.2607833333333,15,"exp07"
"[0.24, False]","173289:7",173,"undefined",19.2607833333333,16,"exp07"
"[0.19, True]","106267:29",173,"undefined",19.2607833333333,17,"exp07"
"[0.03, False]","87654:69",173,"undefined",19.2607833333333,18,"exp07"
"[0.76, True]","8866:65",173,"undefined",19.2607833333333,19,"exp07"
"[0.86, False]","107909:42",173,"undefined",19.2607833333333,20,"exp07"
"[0.97, False]","control1",173,"undefined",19.2607833333333,21,"exp07"
"[1, False]","148372:13",173,"undefined",19.2607833333333,22,"exp07"
"[1, False]","176651:43",173,"undefined",19.2607833333333,23,"exp07"
"[1, False]","124385:34",173,"undefined",19.2607833333333,24,"exp07"
"[1, False]","47856:7",173,"undefined",19.2607833333333,25,"exp07"
"[0, False]","control2",173,"undefined",19.2607833333333,26,"exp07"
"[0.23, False]","99170:29",173,"undefined",19.2607833333333,27,"exp07"
"[0.8, False]","85252:8",173,"undefined",19.2607833333333,28,"exp07"
"[0.83, True]","157516:9",173,"undefined",19.2607833333333,29,"exp07"
"[0.83, True]","98822:22",173,"undefined",19.2607833333333,30,"exp07"
"[0.97, False]","161653:6",173,"undefined",19.2607833333333,31,"exp07"
"[0.81, 'true']","example1",174,"undefined",9.56338333333333,2,"exp07"
"[0.28, 'true']","example2",174,"undefined",9.56338333333333,3,"exp07"
"[0.71, 'false']","example3",174,"undefined",9.56338333333333,4,"exp07"
"[0.77, 'true']","example4",174,"undefined",9.56338333333333,5,"exp07"
"[0.3, 'false']","example5",174,"undefined",9.56338333333333,6,"exp07"
"[0.19, False]","176651:43",174,"undefined",9.56338333333333,8,"exp07"
"[0.13, False]","173289:7",174,"undefined",9.56338333333333,9,"exp07"
"[0.38, False]","108856:73",174,"undefined",9.56338333333333,10,"exp07"
"[0.32, False]","30987:12",174,"undefined",9.56338333333333,11,"exp07"
"[0.61, False]","149669:184",174,"undefined",9.56338333333333,12,"exp07"
"[0.2, False]","148372:13",174,"undefined",9.56338333333333,13,"exp07"
"[0.27, False]","107909:42",174,"undefined",9.56338333333333,14,"exp07"
"[0.43, False]","161653:6",174,"undefined",9.56338333333333,15,"exp07"
"[0.49, False]","control3",174,"undefined",9.56338333333333,16,"exp07"
"[0.36, False]","124385:34",174,"undefined",9.56338333333333,17,"exp07"
"[0.18, False]","69750:37",174,"undefined",9.56338333333333,18,"exp07"
"[0.55, False]","control1",174,"undefined",9.56338333333333,19,"exp07"
"[0.65, False]","8866:65",174,"undefined",9.56338333333333,20,"exp07"
"[0.37, False]","106267:29",174,"undefined",9.56338333333333,21,"exp07"
"[0.24, False]","98822:22",174,"undefined",9.56338333333333,22,"exp07"
"[0.25, False]","175702:23",174,"undefined",9.56338333333333,23,"exp07"
"[0.19, False]","47856:7",174,"undefined",9.56338333333333,24,"exp07"
"[0.47, False]","85252:8",174,"undefined",9.56338333333333,25,"exp07"
"[0.26, False]","99170:29",174,"undefined",9.56338333333333,26,"exp07"
"[0.26, False]","157516:9",174,"undefined",9.56338333333333,27,"exp07"
"[0.3, False]","87654:69",174,"undefined",9.56338333333333,28,"exp07"
"[0.18, False]","control4",174,"undefined",9.56338333333333,29,"exp07"
"[0.73, False]","control2",174,"undefined",9.56338333333333,30,"exp07"
"[0.3, False]","130584:43",174,"undefined",9.56338333333333,31,"exp07"
"[0.97, 'true']","example1",175,"undefined",3.8958,2,"exp08"
"[0, 'true']","example2",175,"undefined",3.8958,3,"exp08"
"[1, 'false']","example3",175,"undefined",3.8958,4,"exp08"
"[1, 'not_sure']","example4",175,"undefined",3.8958,5,"exp08"
"[0.34, 'true']","example5",175,"undefined",3.8958,6,"exp08"
"[0.21, False]","53913:6",175,"undefined",3.8958,8,"exp08"
"[0.41, False]","control4",175,"undefined",3.8958,9,"exp08"
"[0.78, False]","9970:53",175,"undefined",3.8958,10,"exp08"
"[0.88, False]","16220:4",175,"undefined",3.8958,11,"exp08"
"[0.88, False]","151077:31",175,"undefined",3.8958,12,"exp08"
"[0.73, False]","27147:10",175,"undefined",3.8958,13,"exp08"
"[0.46, False]","17008:76",175,"undefined",3.8958,14,"exp08"
"[0.7, False]","122421:31",175,"undefined",3.8958,15,"exp08"
"[0.77, False]","159146:13",175,"undefined",3.8958,16,"exp08"
"[0.41, False]","135535:24",175,"undefined",3.8958,17,"exp08"
"[0.67, False]","125802:14",175,"undefined",3.8958,18,"exp08"
"[0.81, False]","control3",175,"undefined",3.8958,19,"exp08"
"[0.89, False]","23641:34",175,"undefined",3.8958,20,"exp08"
"[0.59, False]","118734:78",175,"undefined",3.8958,21,"exp08"
"[0.5, False]","100889:88",175,"undefined",3.8958,22,"exp08"
"[0.79, False]","56842:9",175,"undefined",3.8958,23,"exp08"
"[0.91, False]","143183:27",175,"undefined",3.8958,24,"exp08"
"[0.42, False]","44033:5",175,"undefined",3.8958,25,"exp08"
"[0.31, False]","4529:7",175,"undefined",3.8958,26,"exp08"
"[0.05, False]","control2",175,"undefined",3.8958,27,"exp08"
"[0.54, False]","65910:42",175,"undefined",3.8958,28,"exp08"
"[0.32, False]","120178:18",175,"undefined",3.8958,29,"exp08"
"[0.47, True]","77398:5",175,"undefined",3.8958,30,"exp08"
"[0.26, False]","control1",175,"undefined",3.8958,31,"exp08"
"[0.97, 'true']","example1",176,"undefined",15.3189666666667,2,"exp08"
"[0.02, 'true']","example2",176,"undefined",15.3189666666667,3,"exp08"
"[1, 'false']","example3",176,"undefined",15.3189666666667,4,"exp08"
"[0.97, 'false']","example4",176,"undefined",15.3189666666667,5,"exp08"
"[0.97, 'false']","example5",176,"undefined",15.3189666666667,6,"exp08"
"[0.02, 'false']","example5",176,"undefined",15.3189666666667,6,"exp08"
"[0.2, False]","control1",176,"undefined",15.3189666666667,8,"exp08"
"[0.75, True]","120178:18",176,"undefined",15.3189666666667,9,"exp08"
"[0.95, True]","23641:34",176,"undefined",15.3189666666667,10,"exp08"
"[0.71, False]","4529:7",176,"undefined",15.3189666666667,11,"exp08"
"[0.74, False]","143183:27",176,"undefined",15.3189666666667,12,"exp08"
"[0.17, False]","118734:78",176,"undefined",15.3189666666667,13,"exp08"
"[0.88, True]","151077:31",176,"undefined",15.3189666666667,14,"exp08"
"[0.76, False]","100889:88",176,"undefined",15.3189666666667,15,"exp08"
"[0.67, False]","9970:53",176,"undefined",15.3189666666667,16,"exp08"
"[0.04, False]","53913:6",176,"undefined",15.3189666666667,17,"exp08"
"[0.94, False]","135535:24",176,"undefined",15.3189666666667,18,"exp08"
"[0.4, False]","16220:4",176,"undefined",15.3189666666667,19,"exp08"
"[0.85, False]","65910:42",176,"undefined",15.3189666666667,20,"exp08"
"[0.83, False]","77398:5",176,"undefined",15.3189666666667,21,"exp08"
"[0.8, False]","control3",176,"undefined",15.3189666666667,22,"exp08"
"[0.83, False]","159146:13",176,"undefined",15.3189666666667,23,"exp08"
"[0.88, False]","27147:10",176,"undefined",15.3189666666667,24,"exp08"
"[0.71, False]","17008:76",176,"undefined",15.3189666666667,25,"exp08"
"[0.13, False]","control4",176,"undefined",15.3189666666667,26,"exp08"
"[0.15, False]","56842:9",176,"undefined",15.3189666666667,27,"exp08"
"[0.24, False]","44033:5",176,"undefined",15.3189666666667,28,"exp08"
"[0.87, True]","122421:31",176,"undefined",15.3189666666667,29,"exp08"
"[0.1, False]","control2",176,"undefined",15.3189666666667,30,"exp08"
"[0.16, False]","125802:14",176,"undefined",15.3189666666667,31,"exp08"
"[0, 'not_sure']","examplecheckbox1",177,"undefined",15.48665,2,"exp08"
"[1, 'true']","example1",177,"undefined",15.48665,2,"exp08"
"[0, 'not_sure']","examplecheckbox2",177,"undefined",15.48665,3,"exp08"
"[0.03, 'true']","example2",177,"undefined",15.48665,3,"exp08"
"[1, 'false']","example3",177,"undefined",15.48665,4,"exp08"
"[1, 'not_sure']","example4",177,"undefined",15.48665,5,"exp08"
"[0.37, 'unclear']","example5",177,"undefined",15.48665,6,"exp08"
"[0.87, False]","23641:34",177,"undefined",15.48665,8,"exp08"
"[0.31, False]","159146:13",177,"undefined",15.48665,9,"exp08"
"[0.87, False]","77398:5",177,"undefined",15.48665,10,"exp08"
"[0.86, False]","44033:5",177,"undefined",15.48665,11,"exp08"
"[0.24, False]","4529:7",177,"undefined",15.48665,12,"exp08"
"[0.05, False]","122421:31",177,"undefined",15.48665,13,"exp08"
"[0.7, False]","control3",177,"undefined",15.48665,14,"exp08"
"[0.72, False]","56842:9",177,"undefined",15.48665,15,"exp08"
"[0.99, False]","control2",177,"undefined",15.48665,16,"exp08"
"[0, False]","control4",177,"undefined",15.48665,17,"exp08"
"[0.79, False]","118734:78",177,"undefined",15.48665,18,"exp08"
"[0.87, False]","100889:88",177,"undefined",15.48665,19,"exp08"
"[0.12, False]","151077:31",177,"undefined",15.48665,20,"exp08"
"[0.46, False]","17008:76",177,"undefined",15.48665,21,"exp08"
"[0.87, False]","65910:42",177,"undefined",15.48665,22,"exp08"
"[0.9, False]","53913:6",177,"undefined",15.48665,23,"exp08"
"[0.46, False]","143183:27",177,"undefined",15.48665,24,"exp08"
"[0.97, False]","27147:10",177,"undefined",15.48665,25,"exp08"
"[0.01, False]","control1",177,"undefined",15.48665,26,"exp08"
"[0.88, False]","9970:53",177,"undefined",15.48665,27,"exp08"
"[0.15, False]","125802:14",177,"undefined",15.48665,28,"exp08"
"[0.13, True]","120178:18",177,"undefined",15.48665,29,"exp08"
"[0.81, False]","16220:4",177,"undefined",15.48665,30,"exp08"
"[0.57, False]","135535:24",177,"undefined",15.48665,31,"exp08"
"[0.94, 'true']","example1",178,"undefined",15.5129166666667,2,"exp08"
"[0.88, 'true']","example2",178,"undefined",15.5129166666667,3,"exp08"
"[0.06, 'true']","example2",178,"undefined",15.5129166666667,3,"exp08"
"[0.1, 'false']","example3",178,"undefined",15.5129166666667,4,"exp08"
"[0.98, 'false']","example3",178,"undefined",15.5129166666667,4,"exp08"
"[0.94, 'true']","example4",178,"undefined",15.5129166666667,5,"exp08"
"[0.97, 'true']","example5",178,"undefined",15.5129166666667,6,"exp08"
"[0.09, 'true']","example5",178,"undefined",15.5129166666667,6,"exp08"
"[0.08, True]","100889:88",178,"undefined",15.5129166666667,8,"exp08"
"[0.44, True]","135535:24",178,"undefined",15.5129166666667,9,"exp08"
"[0.05, True]","control2",178,"undefined",15.5129166666667,10,"exp08"
"[0.88, True]","control3",178,"undefined",15.5129166666667,11,"exp08"
"[0.19, True]","9970:53",178,"undefined",15.5129166666667,12,"exp08"
"[0.05, True]","16220:4",178,"undefined",15.5129166666667,13,"exp08"
"[0.94, True]","17008:76",178,"undefined",15.5129166666667,14,"exp08"
"[0.06, True]","56842:9",178,"undefined",15.5129166666667,15,"exp08"
"[0.97, True]","120178:18",178,"undefined",15.5129166666667,16,"exp08"
"[0.02, True]","143183:27",178,"undefined",15.5129166666667,17,"exp08"
"[0.05, True]","122421:31",178,"undefined",15.5129166666667,18,"exp08"
"[0.95, True]","125802:14",178,"undefined",15.5129166666667,19,"exp08"
"[0.1, True]","53913:6",178,"undefined",15.5129166666667,20,"exp08"
"[0.89, True]","118734:78",178,"undefined",15.5129166666667,21,"exp08"
"[0.07, True]","control4",178,"undefined",15.5129166666667,22,"exp08"
"[0.96, True]","159146:13",178,"undefined",15.5129166666667,23,"exp08"
"[0.07, True]","control1",178,"undefined",15.5129166666667,24,"exp08"
"[0.97, True]","151077:31",178,"undefined",15.5129166666667,25,"exp08"
"[0.04, True]","77398:5",178,"undefined",15.5129166666667,26,"exp08"
"[0.95, True]","23641:34",178,"undefined",15.5129166666667,27,"exp08"
"[0.04, True]","65910:42",178,"undefined",15.5129166666667,28,"exp08"
"[0.92, True]","44033:5",178,"undefined",15.5129166666667,29,"exp08"
"[0.04, True]","27147:10",178,"undefined",15.5129166666667,30,"exp08"
"[0.97, True]","4529:7",178,"undefined",15.5129166666667,31,"exp08"
"[0.87, 'true']","example1",179,"undefined",19.8254833333333,2,"exp08"
"[0, 'true']","example2",179,"undefined",19.8254833333333,3,"exp08"
"[0, 'not_sure']","examplecheckbox3",179,"undefined",19.8254833333333,4,"exp08"
"[1, 'false']","example3",179,"undefined",19.8254833333333,4,"exp08"
"[1, 'false']","example4",179,"undefined",19.8254833333333,5,"exp08"
"[0.32, 'unclear']","example5",179,"undefined",19.8254833333333,6,"exp08"
"[0.22, False]","17008:76",179,"undefined",19.8254833333333,8,"exp08"
"[0, False]","control2",179,"undefined",19.8254833333333,9,"exp08"
"[0.1, True]","120178:18",179,"undefined",19.8254833333333,10,"exp08"
"[0.4, False]","4529:7",179,"undefined",19.8254833333333,11,"exp08"
"[0.07, False]","control3",179,"undefined",19.8254833333333,12,"exp08"
"[0.12, False]","65910:42",179,"undefined",19.8254833333333,13,"exp08"
"[0.02, False]","44033:5",179,"undefined",19.8254833333333,14,"exp08"
"[0.01, False]","16220:4",179,"undefined",19.8254833333333,15,"exp08"
"[0.02, False]","56842:9",179,"undefined",19.8254833333333,16,"exp08"
"[0.16, False]","77398:5",179,"undefined",19.8254833333333,17,"exp08"
"[0.01, False]","135535:24",179,"undefined",19.8254833333333,18,"exp08"
"[0.22, False]","9970:53",179,"undefined",19.8254833333333,19,"exp08"
"[0.09, False]","151077:31",179,"undefined",19.8254833333333,20,"exp08"
"[0.47, False]","118734:78",179,"undefined",19.8254833333333,21,"exp08"
"[0.6, False]","53913:6",179,"undefined",19.8254833333333,22,"exp08"
"[0.09, False]","27147:10",179,"undefined",19.8254833333333,23,"exp08"
"[0.02, False]","control4",179,"undefined",19.8254833333333,24,"exp08"
"[0.3, True]","100889:88",179,"undefined",19.8254833333333,25,"exp08"
"[0, False]","159146:13",179,"undefined",19.8254833333333,26,"exp08"
"[0.01, False]","125802:14",179,"undefined",19.8254833333333,27,"exp08"
"[0.81, False]","control1",179,"undefined",19.8254833333333,28,"exp08"
"[0.93, False]","23641:34",179,"undefined",19.8254833333333,29,"exp08"
"[0.21, False]","143183:27",179,"undefined",19.8254833333333,30,"exp08"
"[0.54, True]","122421:31",179,"undefined",19.8254833333333,31,"exp08"
"[0.88, 'true']","example1",180,"undefined",8.79598333333333,2,"exp08"
"[0.86, 'true']","example2",180,"undefined",8.79598333333333,3,"exp08"
"[0.86, 'true']","example2",180,"undefined",8.79598333333333,3,"exp08"
"[0.38, 'true']","example2",180,"undefined",8.79598333333333,3,"exp08"
"[0, 'true']","examplecheckbox3",180,"undefined",8.79598333333333,4,"exp08"
"[0.82, 'false']","example3",180,"undefined",8.79598333333333,4,"exp08"
"[0.73, 'true']","example4",180,"undefined",8.79598333333333,5,"exp08"
"[0.73, 'true']","example5",180,"undefined",8.79598333333333,6,"exp08"
"[0.52, 'true']","example5",180,"undefined",8.79598333333333,6,"exp08"
"[0.82, 'true']","example5",180,"undefined",8.79598333333333,6,"exp08"
"[0.29, 'true']","example5",180,"undefined",8.79598333333333,6,"exp08"
"[0.73, False]","125802:14",180,"undefined",8.79598333333333,8,"exp08"
"[0.67, False]","120178:18",180,"undefined",8.79598333333333,9,"exp08"
"[0.66, False]","control3",180,"undefined",8.79598333333333,10,"exp08"
"[0.82, False]","4529:7",180,"undefined",8.79598333333333,11,"exp08"
"[0.71, False]","151077:31",180,"undefined",8.79598333333333,12,"exp08"
