Item,Mean_nocontext,YMin_nocontext,YMax_nocontext,Mean_context,CILow,CIHigh,YMin_context,YMax_context
50370:29,4.6,3.4,5.7,5.7,1.2000000000000002,0.8999999999999995,4.5,6.6
50456:132,3.2,2.4,4.3,2.2,1.0000000000000002,1.1999999999999997,1.2,3.4
50706:31,4.1,2.8,5.4,4.4,1.1000000000000005,1,3.3,5.4
50719:6,6.2,5.8,6.6,5.7,0.7999999999999998,0.5999999999999996,4.9,6.3
50720:6,5.2,4.3,6.1,5.5,1.2999999999999998,1.0999999999999996,4.2,6.6
51340:81,4.4,3.1,5.6,4.2,1.3000000000000003,1.2000000000000002,2.9,5.4
5140:15,3.3,2.1,4.6,2.1,0.6000000000000001,0.6024999999999978,1.5,2.702499999999998
5156:27,3.8,2.5,4.9,2.6,0.9000000000000001,1,1.7,3.6
51562:11,4.6,3.5,5.7,2.6,1,1.1999999999999997,1.6,3.8
51582:32,5.6,5,6,5,0.9000000000000004,0.9000000000000004,4.1,5.9
51876:10,4.6,3.2,6,3.2,1.2000000000000002,1.2000000000000002,2,4.4
52283:13,5.9,5.2,6.6,6,0.5999999999999996,0.5999999999999996,5.4,6.6
52983:20,3.2,2.1,4.7,2.6,1,1.2999999999999998,1.6,3.9
53223:87,2.7,1.6,4,2,0.8,0.8999999999999999,1.2,2.9
53389:28,4.1,2.8,5.3,3.9,1.1999999999999997,1.2024999999999975,2.7,5.102499999999997
53598:10,2.8,1.7975,3.9,2.6,1,1.1999999999999997,1.6,3.8
53602:9,4,2.8,5.2,3.4,1.4,1.5000000000000004,2,4.9
53606:58,3.3,2.1,4.4,1.8,0.40249999999999986,0.4999999999999998,1.3975000000000002,2.3
53610:9,4.2,3,5.3,3.1,1.1,1.1,2,4.2
53626:13,2.7,1.7,3.9,2.7,1.1,1.3999999999999995,1.6,4.1
5366:34,4.9,3.6975000000000002,5.9,5.3,1.2024999999999997,1.0024999999999977,4.0975,6.3024999999999975
53690:14,4.5,3.6975000000000002,5.3,4.7,1,1,3.7,5.7
53912:14,5.8,5.1,6.3,4.6,0.9999999999999996,0.9000000000000004,3.6,5.5
53913:6,5.5,4.5975,6.3,5.6,1.1999999999999993,1,4.4,6.6
54017:18,3.3,1.9,4.7,1.8,0.6000000000000001,0.8,1.2,2.6
54373:11,4.4,3.3,5.4,5,1.2999999999999998,1.2999999999999998,3.7,6.3
54511:40,2.5,1.6,3.6,2.5,1.1,1.4024999999999976,1.4,3.9024999999999976
5480:20,4.7,3.4,5.9,5,1.1025,1.2000000000000002,3.8975,6.2
54840:11,4.3,2.9,5.602499999999997,3.7,1.2000000000000002,1.2000000000000002,2.5,4.9
54865:37,2.6,1.4,4,2,0.6000000000000001,0.7000000000000002,1.4,2.7
55028:10,5.2,4.2,6,5.1,1.1024999999999996,1,3.9975,6.1
55078:22,2.7,1.7,4,4.2,1.3000000000000003,1.3999999999999995,2.9,5.6
55120:15,2.6,1.9,3.4,1.9,0.5999999999999999,0.6000000000000001,1.3,2.5
55159:38,3.8,2.8975,4.8,3.9,1.1999999999999997,1.1999999999999997,2.7,5.1
55219:110,4.5,3.7,5.2,4.7,0.9000000000000004,1,3.8,5.7
55284:85,5.4,4.2,6.3,5.6,1,0.7000000000000002,4.6,6.3
55311:27,6.2,5.6,6.7,5.8,1,0.7000000000000002,4.8,6.5
55386:25,4.6,3.2,6,4.2,1.2000000000000002,1.0999999999999996,3,5.3
55892:50,4.7,3.2,6.1,5.1,1.1999999999999997,1.1000000000000005,3.9,6.2
55919:10,5.8,5.1,6.4,4.3,1.2999999999999998,1.2000000000000002,3,5.5
55919:15,4,2.8,5.102499999999997,4,1.1,1.0999999999999996,2.9,5.1
55920:12,3.2,2.1,4.4,2.8,0.7999999999999998,0.8000000000000003,2,3.6
55933:33,2.9,1.6,4.3,1.4,0.3999999999999999,0.6000000000000001,1,2
55947:53,2.9,2,3.8,2.4,0.8999999999999999,1.1024999999999978,1.5,3.5024999999999977
56003:40,3.9,2.6,5.102499999999997,1.9,0.5999999999999999,0.6000000000000001,1.3,2.5
56053:54,3.1,1.7,4.502499999999998,3.4,1,1.1999999999999997,2.4,4.6
56072:31,3.9,3.1,4.7,3.1,1.2000000000000002,1.3000000000000003,1.9,4.4
56101:53,3.9,2.8,5,3.7,1,1,2.7,4.7
56109:69,5.2,4.4,6,4.2,1,0.8999999999999995,3.2,5.1
56132:85,2.8,1.9,3.9,3.6,1.1,0.9999999999999996,2.5,4.6
56198:25,3.1,2.1,4.3,3.6,1.4,1.4,2.2,5
56203:18,4.7,3.4,5.9,3.8,1.1999999999999997,1.2000000000000002,2.6,5
56317:78,4.2,3,5.4,2.5,1.1,1.2999999999999998,1.4,3.8
56319:15,4.8,4,5.5,3.2,1.2000000000000002,1.3999999999999995,2,4.6
56417:25,2.5,1.7,3.4,2.1,0.9000000000000001,1,1.2,3.1
56656:83,2.8,1.7,3.9,2.2,0.8000000000000003,0.8999999999999999,1.4,3.1
56683:20,4.7,3.4,6,2.9,1.0999999999999999,1.1,1.8,4
56809:31,3.6,2.3,4.9,3.8,1.0999999999999996,1.1000000000000005,2.7,4.9
56842:9,5.6,4.4,6.6,6.2,0.5,0.5,5.7,6.7
56897:6,4.9,4.1,5.602499999999997,5.2,1.2000000000000002,1.0999999999999996,4,6.3
57069:61,5.1,3.5,6.5,4.5,1.5,1.2999999999999998,3,5.8
57403:47,2.7,1.6,3.9024999999999976,2.2,0.9000000000000001,1.0024999999999977,1.3,3.202499999999998
57643:110,3.7,2.4,5.1,2.5,0.8999999999999999,1.1,1.6,3.6
57651:63,4.4,3.1,5.7,4.9,0.9000000000000004,0.7999999999999998,4,5.7
57861:27,3.8,2.5975,5,4.6,1.2999999999999998,1.1024999999999983,3.3,5.702499999999998
57998:87,4.2,2.8975,5.4,4.3,1.1999999999999997,1.2999999999999998,3.1,5.6
58800:5,5.6,4.5,6.7,5.3,1.0999999999999996,1,4.2,6.3
58962:27,5.8,5.2,6.4,5.8,0.8999999999999995,0.7000000000000002,4.9,6.5
59544:10,6,5.4,6.5,4.7,1.2000000000000002,1.0999999999999996,3.5,5.8
59652:37,3.4,2.3,4.6,2.7,1.1,1.2024999999999975,1.6,3.9024999999999976
59895:11,2.6,1.6,3.7,2.2,0.9000000000000001,0.8999999999999999,1.3,3.1
59953:42,4.7,3.4,5.9,4.5,1.2000000000000002,1.2000000000000002,3.3,5.7
60034:130,3.5,2.4,4.7,3,1,1,2,4
60333:19,3.2,2.3,4.1,2.6,0.7000000000000002,0.6999999999999997,1.9,3.3
60662:8,4.3,3,5.3,4.6,1.0999999999999996,1,3.5,5.6
60699:26,2.5,1.7,3.4,2.7,0.6000000000000001,0.5999999999999996,2.1,3.3
60926:36,3,2.1,4.002499999999998,1.9,0.7999999999999998,1.1,1.1,3
60960:37,2.7,1.9,3.602499999999998,3.4,1.1999999999999997,1.5000000000000004,2.2,4.9
61000:7,5.8,4.7,6.6,5.5,0.7999999999999998,0.7000000000000002,4.7,6.2
61208:34,5.7,4.6,6.6,5.7,1.2000000000000002,0.8999999999999995,4.5,6.6
61538:39,2.2,1.4,3.3,3.4,1.2999999999999998,1.4024999999999976,2.1,4.8024999999999975
61752:73,2.3,1.6,3.0024999999999977,3.3,1.1999999999999997,1.4000000000000004,2.1,4.7
61917:28,4,2.6,5.4,2.8,0.7999999999999998,1,2,3.8
62101:38,4.9,3.5,6.2,5.9,0.7000000000000002,0.5999999999999996,5.2,6.5
62192:35,3.6,2.1,5.2,1.8,0.5,0.7,1.3,2.5
62437:24,3.6,2.2975000000000003,5,2.3,0.9999999999999998,1.1,1.3,3.4
62502:62,4.7,3.4,5.9,5.2,0.7000000000000002,0.7000000000000002,4.5,5.9
62581:54,4,3.4,4.7,3.6,1,1.1,2.6,4.7
62647:7,3.9,2.9,4.8,5.5,0.7999999999999998,0.7000000000000002,4.7,6.2
62690:49,4.5,3.7,5.3,3.5,1.2000000000000002,1.2999999999999998,2.3,4.8
62707:16,5.5,4.8,6.1,3.1,0.8000000000000003,0.7999999999999998,2.3,3.9
62717:78,3.8,2.7,4.8,2.6,0.9000000000000001,1,1.7,3.6
62767:31,3.3,2.4,4.4,3.2,1.3000000000000003,1.2999999999999998,1.9,4.5
62771:99,4.4,3.3,5.6,1.8,0.5,0.4999999999999998,1.3,2.3
63072:28,2.3,1.9,2.7,2.9,1,1.1,1.9,4
63076:40,4.3,3.5,5.1,2.6,0.8,0.7999999999999998,1.8,3.4
63108:7,5.8,4.6975,6.6,6.2,0.5,0.5,5.7,6.7
63221:32,5.2,4.4,5.9,4.3,1.0999999999999996,1.2000000000000002,3.2,5.5
63398:14,4.3,3.2,5.3,2.9,0.6999999999999997,0.802499999999998,2.2,3.702499999999998
63417:44,3.4,2.2,4.6,3.6,1.2000000000000002,1.1999999999999997,2.4,4.8
63606:10,5,4.1,5.8,6.2,0.5,0.5,5.7,6.7
63704:23,3.3,2.2,4.5,2.2,0.9000000000000001,1.1999999999999997,1.3,3.4
63816:17,4,2.7,5.3,2.1,0.7000000000000002,0.7999999999999998,1.4,2.9
63913:49,3.95,3.15,4.75,3.3,1.1999999999999997,1.2999999999999998,2.1,4.6
6395:54,3.6,2.5,4.602499999999997,2.3,0.4999999999999998,0.5,1.8,2.8
6396:60,4.3,3.0975,5.7,4,1.2999999999999998,1.2999999999999998,2.7,5.3
63963:80,4.9,3.6,5.9,4.5,1.2999999999999998,1.2999999999999998,3.2,5.8
6397:25,3.7,2.7,4.8,3.4,1.1,0.8999999999999999,2.3,4.3
6414:31,4.6,3.2975000000000003,5.7,3.7,1,1.2000000000000002,2.7,4.9
64299:18,2.4,1.4,3.7,2.3,0.6999999999999997,0.6024999999999978,1.6,2.9024999999999976
64564:10,3.5,2.1,5,1.8,0.6000000000000001,0.7,1.2,2.5
64610:17,3.3,2.1,4.5,3.8,1.2999999999999998,1.4000000000000004,2.5,5.2
64969:22,1.8,1.2,2.4,1.9,0.7,1,1.2,2.9
64969:34,2.9,1.7,4.2,1.4,0.2999999999999998,0.40000000000000013,1.1,1.8
65258:45,2.9,1.8,4.2,3.1,1.1025,1.1,1.9975,4.2
65357:5,5.3,4.1,6.3,4.9,1.2000000000000002,1,3.7,5.9
65454:12,2.4,1.8,3.2,2.6,1,1.1999999999999997,1.6,3.8
65668:54,4.9,3.4,6.202499999999998,5.3,1,0.9000000000000004,4.3,6.2
6581:42,4.8,3.7,5.8,5.3,0.7000000000000002,0.6000000000000005,4.6,5.9
65910:42,4.2,3.2,5.3,4.4,1.6000000000000005,1.4024999999999972,2.8,5.8024999999999975
65927:55,6.4,5.9,6.8,5.5,1,1,4.5,6.5
65989:12,2.2,1.5,3,2.8,1.1999999999999997,1.2000000000000002,1.6,4
65999:146,5.2,3.9975,6.2,5.9,1,0.7999999999999998,4.9,6.7
6607:30,5.4,4.4,6.4,5.8,0.7999999999999998,0.6000000000000005,5,6.4
66134:57,3.7,2.7,4.7,4.9,1.2000000000000002,1.0999999999999996,3.7,6
66483:25,5.1,4.1,6,5.7,1.2000000000000002,1,4.5,6.7
66700:13,5.7,4.6,6.6,6.2,0.6000000000000005,0.5,5.6,6.7
66700:68,5.6,4.6975,6.4,5.3,0.8024999999999993,0.7000000000000002,4.4975000000000005,6
66757:23,5.3,4.2,6.2,3.7,1.0025,1.0999999999999996,2.6975000000000002,4.8
66763:14,5.4,4.4,6.1,5.3,0.8999999999999995,1,4.4,6.3
66765:5,5,3.8,6,5.5,1.0999999999999996,0.9000000000000004,4.4,6.4
6686:28,3.5,2.4,4.7,4,1.1,1.0999999999999996,2.9,5.1
6686:61,2.8,2,3.6,1.8,0.7,0.9000000000000001,1.1,2.7
67111:45,4.3,3.3,5.4,5.2,0.7999999999999998,0.7000000000000002,4.4,5.9
67111:87,5.3,4,6.4,5.8,0.5999999999999996,0.6000000000000005,5.2,6.4
6720:24,3.6,2.6975000000000002,4.502499999999998,3.1,1.1,1.3000000000000003,2,4.4
67466:21,4,2.7975000000000003,5.2,3.4,1,1.2024999999999975,2.4,4.602499999999997
67607:18,4,2.6,5.4,3.6,1.4,1.4,2.2,5
67780:49,4.6,3.4,5.7,3.9,1.4,1.5000000000000004,2.5,5.4
67949:38,3.8,2.5,5.1,5.25,0.9500000000000002,0.9000000000000004,4.3,6.15
68658:113,5,4.1,5.9,5.7,0.9000000000000004,0.7999999999999998,4.8,6.5
68658:19,5.2,4.1,6.1,5.8,0.5999999999999996,0.6000000000000005,5.2,6.4
68757:42,3.9,2.9,4.9,2.6,1.0025,1.1999999999999997,1.5975000000000001,3.8
69408:35,3.4,2.3,4.5,2.2,0.8000000000000003,1,1.4,3.2
69672:11,3.2,2.4,4,2.9,0.8024999999999998,1,2.0975,3.9
69673:14,4.8,3.6,5.9,5,1.1,0.9000000000000004,3.9,5.9
69750:37,4.4,3.1,5.7,3.1,1.1025,1.1999999999999997,1.9975,4.3
70123:18,2.1,1.4,2.9,2.2,0.8000000000000003,1.1999999999999997,1.4,3.4
7017:34,4.6,3.5,5.7,5.6,1,0.9000000000000004,4.6,6.5
70200:18,2.9,1.9,4.1,2.1,0.9000000000000001,1.2999999999999998,1.2,3.4
70357:25,3.9,2.8975,4.8024999999999975,2.8,0.9024999999999996,1.1,1.8975000000000002,3.9
70612:21,5.6,4.8,6.4,4.4,1.2000000000000002,1.3999999999999995,3.2,5.8
70670:14,2.6,1.5,3.9,3.2,1.3000000000000003,1.2999999999999998,1.9,4.5
70703:18,4.6,3.4,5.6,2.4,1,1,1.4,3.4
70851:34,3.6,2.8,4.4,3.7,1.4000000000000004,1.5,2.3,5.2
7091:13,4,2.8,5.2,5.5,0.9000000000000004,0.7999999999999998,4.6,6.3
70974:78,3.2,2.1,4.3,4.1,1.3024999999999993,1.4000000000000004,2.7975000000000003,5.5
7100:11,4.2,3.2,5.2,6,1.0024999999999995,0.7999999999999998,4.9975000000000005,6.8
71046:43,6,5,6.8,6,0.5,0.5,5.5,6.5
71184:87,3.1,2,4.3,2.8,0.7999999999999998,0.9000000000000004,2,3.7
71201:52,4.4,3.2,5.6,4.3,1,0.9000000000000004,3.3,5.2
71222:34,4.1,2.7,5.402499999999998,2,0.5,0.6000000000000001,1.5,2.6
71287:32,5.1,4.1,6.1,5.2,1.2000000000000002,1,4,6.2
71321:4,6.1,5.5,6.6,6,0.5,0.5,5.5,6.5
71322:37,5.9,5.2,6.4,4.9,1.0000000000000004,1,3.9,5.9
71540:47,3.7,2.3,5.1,1.8,0.5,0.4999999999999998,1.3,2.3
71600:26,2.5,1.7,3.4,2.4,1,1.4,1.4,3.8
71923:14,3.4,2.3,4.4,3.1,0.8999999999999999,0.9999999999999996,2.2,4.1
71923:26,1.4,1,2.2,2.5,0.8999999999999999,0.9024999999999976,1.6,3.4024999999999976
72079:13,5,3.8,6.1,5.5,0.7999999999999998,0.7999999999999998,4.7,6.3
72090:7,5.5,4.4,6.4,5.8,1.0999999999999996,0.9000000000000004,4.7,6.7
72128:34,4.7,3.1,6.3,5.2,0.7000000000000002,0.7000000000000002,4.5,5.9
72160:27,3.6,2.6,4.6,2.6,1.1,1.1999999999999997,1.5,3.8
72387:13,4,3.1,4.8024999999999975,5,1.2000000000000002,1.0999999999999996,3.8,6.1
72420:95,6,5,6.7,4.9,0.6000000000000005,0.6024999999999974,4.3,5.502499999999998
72488:43,4.8,3.7,5.9,4.3,1.5,1.2999999999999998,2.8,5.6
72554:39,3.2,2.3,4.2,4.3,0.8999999999999999,0.7999999999999998,3.4,5.1
72579:15,3.7,2.4,5.1,3.2,0.8000000000000003,0.8999999999999995,2.4,4.1
7265:10,4.2,3.1,5.3,4,1.2999999999999998,1.4000000000000004,2.7,5.4
7267:12,3.7,3.2,4.2,3.4,1,1.1999999999999997,2.4,4.6
72763:7,4.8,3.7975000000000003,5.702499999999998,5.2,1.2000000000000002,1.0999999999999996,4,6.3
7282:17,3,2.1,4.2,3.1,0.8024999999999998,0.7999999999999998,2.2975000000000003,3.9
72832:14,3.6,2.6,4.602499999999997,3.2,1.1025,1.2000000000000002,2.0975,4.4
7285:11,3,2.1,3.9,3.2,1.2000000000000002,1.3999999999999995,2,4.6
73140:10,5.6,4.9975000000000005,6.2,6.2,0.8025000000000002,0.5999999999999996,5.3975,6.8
73173:67,5.5,4.3,6.402499999999998,4.3,1.1999999999999997,1.1000000000000005,3.1,5.4
73491:25,5.3,4.3,6.2,5.2,0.7999999999999998,0.7000000000000002,4.4,5.9
73538:38,5.3,4.1,6.4,6.2,0.40000000000000036,0.39999999999999947,5.8,6.6
7361:10,3.9,2.8,4.9,2.3,0.5999999999999999,0.6000000000000001,1.7,2.9
73755:84,4.9,3.7,5.8,4.9,1.1000000000000005,1.0999999999999996,3.8,6
74032:16,2.4,1.3,3.5024999999999977,3.1,1,0.9999999999999996,2.1,4.1
74155:5,5.5,4.7,6.2,4,0.7999999999999998,0.9000000000000004,3.2,4.9
74234:44,3.4,2.4,4.4,3,1,1.0999999999999996,2,4.1
74301:11,3.3,2.4,4.1,1.5,0.30000000000000004,0.30000000000000004,1.2,1.8
74324:8,4.3,2.8,5.7,5.3,1,1,4.3,6.3
74341:4,3.8,2.8,5,3.1,1.2000000000000002,1.2024999999999975,1.9,4.3024999999999975
74537:12,2.4,1.7,3.2,2.4,0.8999999999999999,1,1.5,3.4
74560:83,4.2,3.1,5.2,3.3,1,1,2.3,4.3
74568:22,2.8,1.7,4.1,3.8,1.1999999999999997,1.2000000000000002,2.6,5
74580:17,2.6,1.7975,3.5,2,0.3999999999999999,0.5,1.6,2.5
74608:91,2.2,1.6,2.8,4.7,1,1,3.7,5.7
74649:24,3.1,1.6,4.6,1.7,0.5,0.502499999999998,1.2,2.202499999999998
74757:171,3.7,2.5,4.9,2.7,0.7000000000000002,0.7999999999999998,2,3.5
74797:57,1.7,1.2,2.4,1.7,0.7,1.0000000000000002,1,2.7
75025:28,4.5,3.1,5.7,5.1,1.1999999999999997,1,3.9,6.1
7526:63,5.1,4.1,5.9,4.5,1.2999999999999998,1.2000000000000002,3.2,5.7
75552:115,3,2.2,3.8,3.8,1,1.1000000000000005,2.8,4.9
75571:7,5.2,4.3,6,4.4,1.0000000000000004,1,3.4,5.4
75949:43,4.5,3.4,5.6,5.5,0.7000000000000002,0.7000000000000002,4.8,6.2
76160:21,4.5,3.5975,5.4,5.2,1,0.7999999999999998,4.2,6
76200:18,4,2.7,5.3,3.6,1.4,1.3000000000000003,2.2,4.9
76211:56,2.1,1.4,2.9,2.8,1.0999999999999999,1.3024999999999975,1.7,4.102499999999997
76223:21,3.6,2.7,4.402499999999998,2.4,1,1,1.4,3.4
76326:14,4.6,3.5,5.6,4.4,1.5000000000000004,1.2999999999999998,2.9,5.7
76377:93,3.5,2.5,4.5,2.4,0.8999999999999999,1.0024999999999977,1.5,3.4024999999999976
76785:80,4.3,3.3,5.3,4.7,0.7000000000000002,0.7000000000000002,4,5.4
76809:59,2.8,1.8,3.8,3.9,1.1999999999999997,1.3000000000000003,2.7,5.2
77264:6,4.9,3.9,5.9,4.8,1.2999999999999998,1.2000000000000002,3.5,6
77309:26,3.4,2.5,4.4,3.7,1.3000000000000003,1.5,2.4,5.2
77358:19,3.2,2.2,4.2,3.3,1.1999999999999997,1.2999999999999998,2.1,4.6
77398:5,5.4,4.5,6.2,5.4,1.2000000000000002,1,4.2,6.4
77461:30,3.4,2.2,4.8,2.3,0.6999999999999997,0.9000000000000004,1.6,3.2
7758:15,3.8,2.9,4.7,4.8,1,0.9000000000000004,3.8,5.7
77593:15,5,4.1,5.9,5.1,1.1999999999999997,1,3.9,6.1
77759:32,3.8,2.5,5.2,4.2,1.2000000000000002,1.2000000000000002,3,5.4
77843:15,3.1,2.0975,4.3,2.6,0.8,0.8999999999999999,1.8,3.5
77852:30,5,4.2,5.8,4,1.2000000000000002,1.2000000000000002,2.8,5.2
77887:17,4.2,3,5.5,5.4,0.8000000000000007,0.7999999999999998,4.6,6.2
77906:47,3.6,2.3,5,1.7,0.3999999999999999,0.40000000000000013,1.3,2.1
78212:39,5.9,5.3,6.5,5.4,0.6000000000000005,0.5999999999999996,4.8,6
78294:14,3.8,2.8,4.9,2.7,1.1,1.1999999999999997,1.6,3.9
78394:33,4.8,3.5,6,6,0.7000000000000002,0.7000000000000002,5.3,6.7
78585:7,4.8,3.7,5.8,5.3,0.7000000000000002,0.6024999999999983,4.6,5.902499999999998
78614:111,5.3,4.3,6.2,4.1,1.1999999999999997,1.2000000000000002,2.9,5.3
78762:25,5.1,4.2,6.1,4,1.1,1.0999999999999996,2.9,5.1
79030:34,4.6,3.6,5.5,4.5,0.8999999999999999,0.9000000000000004,3.6,5.4
79355:11,3.2,2.2,4.3,1.8,0.6000000000000001,0.9000000000000001,1.2,2.7
79557:42,4.2,2.9975,5.5,4.7,1.5,1.2999999999999998,3.2,6
79761:35,3.8,2.3,5.2,3.4,1,1.1999999999999997,2.4,4.6
79893:26,3.3,1.9,4.5,1.6,0.6000000000000001,1,1,2.6
80001:13,4.4,3,5.8,2.7,0.7025000000000001,0.6999999999999997,1.9975,3.4
80218:50,2.9,2.1,3.9,1.8,0.8,1.2,1,3
80278:17,5.2,4,6.2,3.3,1,1,2.3,4.3
80299:13,5.4,4.1,6.4,5.1,0.8999999999999995,0.8000000000000007,4.2,5.9
80333:17,6.4,6,6.8,6.1,0.39999999999999947,0.40000000000000036,5.7,6.5
80438:40,2.9,1.9,3.8,2.9,1.2,1.3000000000000003,1.7,4.2
80499:4,4.9,3.5,6.1,6.5,0.40000000000000036,0.40000000000000036,6.1,6.9
80629:13,5.5,4.3,6.4,5.8,0.8999999999999995,0.7999999999999998,4.9,6.6
80681:23,4.2,3.1,5.4,3.5,1,1.0999999999999996,2.5,4.6
80692:12,2.6,1.9,3.2,2.9,1.2999999999999998,1.6,1.6,4.5
80877:63,2.8,1.7,3.8,2.3,0.5999999999999999,0.5,1.7,2.8
81221:70,4.8,4,5.6,4.7,0.9000000000000004,0.8999999999999995,3.8,5.6
81720:33,3.1,2.1,4.3,1.7,0.5999999999999999,0.7,1.1,2.4
81802:32,2.8,1.7975,3.9,5.2,1.2000000000000002,1.2000000000000002,4,6.4
81838:54,4.2,3.3,5.1,5.7,1.1000000000000005,0.8999999999999995,4.6,6.6
81885:137,2.7,2,3.5,3.8,1.2999999999999998,1.2999999999999998,2.5,5.1
81929:47,4.3,3.2,5.3,3.9,1.5,1.3000000000000003,2.4,5.2
82021:22,3.5,2.2975000000000003,4.8,2.7,0.8000000000000003,0.8999999999999999,1.9,3.6
82295:13,3.3,2.1975000000000002,4.5,2.9,0.8024999999999998,0.8999999999999999,2.0975,3.8
82296:18,3.8,2.6975000000000002,5.002499999999998,4.1,1.1024999999999996,1.1000000000000005,2.9975,5.2
82503:72,3.1,2.5,3.9,2.8,1.4,1.6000000000000005,1.4,4.4
82687:34,5.4,4.4,6.3024999999999975,5,1.2999999999999998,1.0999999999999996,3.7,6.1
82800:12,2.9,1.9,4,2.7,1.0000000000000002,1.0999999999999996,1.7,3.8
83056:37,5.1,4,6.2,4.4,1.4000000000000004,1.2999999999999998,3,5.7
83198:48,4,2.9,5.1,3.6,1.4,1.5024999999999973,2.2,5.102499999999997
83449:21,5.9,5.1,6.5,6,0.7999999999999998,0.5999999999999996,5.2,6.6
83449:32,5.7,4.9,6.4,6.2,0.6000000000000005,0.5,5.6,6.7
83450:9,4.8,3.2,6.1,6.2,0.9000000000000004,0.7000000000000002,5.3,6.9
83497:27,3.2,1.8,4.8,3.4,1,1.1,2.4,4.5
83552:52,5.1,3.9,6.2,5.9,1,0.7999999999999998,4.9,6.7
83966:23,3.4,2.5,4.3,1.6,0.40000000000000013,0.5,1.2,2.1
83988:6,5.3,4.6,6,5.5,0.9024999999999999,0.7999999999999998,4.5975,6.3
84117:33,2.7,1.7,3.8,1.4,0.3999999999999999,0.40249999999999786,1,1.8024999999999978
84120:11,4,2.9,5.2,3.9,1.1999999999999997,1.1,2.7,5
84152:34,3.3,2.3,4.2,3.5,1.1,1.2000000000000002,2.4,4.7
84185:16,4.3,3.1,5.5,1.8,0.40000000000000013,0.30000000000000004,1.4,2.1
84205:26,3.3,2.2,4.4,4.9,1.3000000000000003,1.1999999999999993,3.6,6.1
84530:21,3.7,2.6,4.9,3.7,1,1.0999999999999996,2.7,4.8
84633:31,5.2,3.9,6.3,5.4,0.9000000000000004,0.6999999999999993,4.5,6.1
85193:35,4.4,3.5,5.4,2.3,0.6999999999999997,1,1.6,3.3
85235:65,3.8,2.5,5.2,3.5,1.2999999999999998,1.402499999999998,2.2,4.902499999999998
85252:8,4.7,3.9,5.402499999999998,4.4,1.3000000000000003,1.2999999999999998,3.1,5.7
85724:16,5.2,4.1,6.2,5.2,0.9000000000000004,0.7999999999999998,4.3,6
85881:104,3,1.8,4.3,2.7,0.9000000000000001,1.1024999999999974,1.8,3.8024999999999975
85965:39,4.4,3.6,5.1,3.5,0.8999999999999999,1.2000000000000002,2.6,4.7
86088:57,3.1,2,4.3,3.7,1.2000000000000002,1.2999999999999998,2.5,5
86100:21,2.6,1.4,3.9,2.2,0.8000000000000003,0.7999999999999998,1.4,3
86100:26,2.4,1.2,3.9,2.6,1,1.1024999999999978,1.6,3.702499999999998
86408:11,5.7,4.9,6.5,5.7,1,0.7000000000000002,4.7,6.4
86451:40,4.2,3.2,5.1,5.4,1.2000000000000002,1.0024999999999977,4.2,6.402499999999998
86455:28,4.1,2.7,5.5,4.1,0.8999999999999995,0.9000000000000004,3.2,5
86489:22,5.1,4.3,5.8,5.1,1.1024999999999996,1,3.9975,6.1
8687:12,4.3,3.1,5.4,3.7,1.4000000000000004,1.3024999999999975,2.3,5.002499999999998
87128:10,3.6,2.2,5.1,2.3,0.7999999999999998,1,1.5,3.3
87190:11,4.3,3,5.5,5.3,0.8999999999999995,0.7000000000000002,4.4,6
87240:87,4.5,3.5,5.4,4.6,1.2999999999999998,1.1024999999999983,3.3,5.702499999999998
87257:107,5.2,4.3,6,5.5,0.7000000000000002,0.7000000000000002,4.8,6.2
87467:20,4.3,2.8975,5.702499999999998,3.2,1.1,1.2000000000000002,2.1,4.4
87654:14,4.9,3.8,5.9,3.8,1.2999999999999998,1.2000000000000002,2.5,5
87654:69,2.6,1.5,4.2,4.3,1.0999999999999996,1.1000000000000005,3.2,5.4
88001:23,4.6,3.6,5.5,3.4,1.2999999999999998,1.5000000000000004,2.1,4.9
88001:41,5.2,4.2,6.1,4.7,1.3000000000000003,1.2000000000000002,3.4,5.9
88070:6,4.7,3.7,5.602499999999997,5.9,1,0.7999999999999998,4.9,6.7
8865:47,4,2.8,5.2,2.9,0.8999999999999999,1,2,3.9
8865:67,4,2.8,5.2,3.1,1.2000000000000002,1.4999999999999996,1.9,4.6
8866:65,5.3,4.7,5.9,6.1,0.39999999999999947,0.40000000000000036,5.7,6.5
88662:24,4.8,3.5,6,2.5,1.2,1.5999999999999996,1.3,4.1
8867:13,3,2.19875,3.75,1.6,0.40000000000000013,0.6000000000000001,1.2,2.2
88674:10,3.7,2.5975,4.7,4.2,1.1,1.2000000000000002,3.1,5.4
88706:22,3.1,2,4.3,3.5,0.8999999999999999,0.7999999999999998,2.6,4.3
88719:5,5.1,3.8,6.3,5.8,0.7000000000000002,0.7000000000000002,5.1,6.5
88772:47,2.2,1.4,3.1,2.4,0.8999999999999999,1,1.5,3.4
88808:43,4.5,3.6,5.3,2.4,1.0999999999999999,1.3000000000000003,1.3,3.7
8884:22,5.2,4.2,6.2,3.6,1.5,1.4999999999999996,2.1,5.1
8885:15,4.2,3.1,5.3,4.5,1.2000000000000002,1.0999999999999996,3.3,5.6
89068:107,4.6,3.3,5.8,3.1,1.0025,1.1999999999999997,2.0975,4.3
89180:32,4.7,3.5,5.8,3.9,1,1.0000000000000004,2.9,4.9
