"","rating","strange","tgrep_id","workerid","Answer.time_in_minutes","slide_number_in_experiment","speaker_cond"
"3461","0.66"," true","131517:11",109,2.58016666666667,30,"exp05"
"3462","0.27"," true","161106:35",109,2.58016666666667,31,"exp05"
"3463","0.73"," true","example1",110,3.00636666666667,2,"exp05"
"3464","0"," false","examplecheckbox2",110,3.00636666666667,3,"exp05"
"3465","0.87"," true","example2",110,3.00636666666667,3,"exp05"
"3466","0.87"," true","example2",110,3.00636666666667,3,"exp05"
"3467","0.37"," true","example2",110,3.00636666666667,3,"exp05"
"3468","0.65"," false","example3",110,3.00636666666667,4,"exp05"
"3469","0.72"," true","example4",110,3.00636666666667,5,"exp05"
"3470","0.68"," false","example5",110,3.00636666666667,6,"exp05"
"3471","0.24"," false","example5",110,3.00636666666667,6,"exp05"
"3472","0.52"," true","3297:34",110,3.00636666666667,8,"exp05"
"3473","0.47"," false","94182:13",110,3.00636666666667,9,"exp05"
"3474","0.65"," true","97106:13",110,3.00636666666667,10,"exp05"
"3475","0.46"," false","47855:7",110,3.00636666666667,11,"exp05"
"3476","0.78"," true","control4",110,3.00636666666667,12,"exp05"
"3477","0.58"," false","44119:16",110,3.00636666666667,13,"exp05"
"3478","0.66"," true","103194:37",110,3.00636666666667,14,"exp05"
"3479","0.48"," true","161106:35",110,3.00636666666667,15,"exp05"
"3480","0.9"," true","1177:17",110,3.00636666666667,16,"exp05"
"3481","0.67"," true","control2",110,3.00636666666667,17,"exp05"
"3482","0.66"," true","87190:11",110,3.00636666666667,18,"exp05"
"3483","0.65"," false","137794:5",110,3.00636666666667,19,"exp05"
"3484","0.66"," true","control1",110,3.00636666666667,20,"exp05"
"3485","0.59"," true","159592:14",110,3.00636666666667,21,"exp05"
"3486","0.56"," true","control3",110,3.00636666666667,22,"exp05"
"3487","0.84"," true","166799:28",110,3.00636666666667,23,"exp05"
"3488","0.58"," false","4008:21",110,3.00636666666667,24,"exp05"
"3489","0.64"," true","159233:9",110,3.00636666666667,25,"exp05"
"3490","0.68"," false","67111:87",110,3.00636666666667,26,"exp05"
"3491","0.8"," true","166762:101",110,3.00636666666667,27,"exp05"
"3492","0.76"," false","131517:11",110,3.00636666666667,28,"exp05"
"3493","0.85"," true","38063:54",110,3.00636666666667,29,"exp05"
"3494","0.83"," true","35085:21",110,3.00636666666667,30,"exp05"
"3495","0.73"," true","55311:27",110,3.00636666666667,31,"exp05"
"3496","0.77"," true","example1",111,12.52845,2,"exp05"
"3497","0"," not_sure","examplecheckbox2",111,12.52845,3,"exp05"
"3498","0.75"," true","example2",111,12.52845,3,"exp05"
"3499","0.68"," true","example2",111,12.52845,3,"exp05"
"3500","0.45"," true","example2",111,12.52845,3,"exp05"
"3501","0.75"," false","example3",111,12.52845,4,"exp05"
"3502","0.75"," true","example4",111,12.52845,5,"exp05"
"3503","0.77"," true","example5",111,12.52845,6,"exp05"
"3504","0.36"," true","example5",111,12.52845,6,"exp05"
"3505","0.78"," false","38063:54",111,12.52845,8,"exp05"
"3506","0.62"," false","67111:87",111,12.52845,9,"exp05"
"3507","0.61"," false","166762:101",111,12.52845,10,"exp05"
"3508","0.36"," false","control3",111,12.52845,11,"exp05"
"3509","0.77"," false","3297:34",111,12.52845,12,"exp05"
"3510","0.48"," false","35085:21",111,12.52845,13,"exp05"
"3511","0.75"," false","97106:13",111,12.52845,14,"exp05"
"3512","0.75"," false","55311:27",111,12.52845,15,"exp05"
"3513","0.7"," false","44119:16",111,12.52845,16,"exp05"
"3514","0.71"," false","166799:28",111,12.52845,17,"exp05"
"3515","0.63"," false","control2",111,12.52845,18,"exp05"
"3516","0.77"," false","159233:9",111,12.52845,19,"exp05"
"3517","0.79"," false","control1",111,12.52845,20,"exp05"
"3518","0.77"," false","control4",111,12.52845,21,"exp05"
"3519","0.74"," false","47855:7",111,12.52845,22,"exp05"
"3520","0.68"," false","94182:13",111,12.52845,23,"exp05"
"3521","0.71"," false","137794:5",111,12.52845,24,"exp05"
"3522","0.78"," false","131517:11",111,12.52845,25,"exp05"
"3523","0.8"," false","1177:17",111,12.52845,26,"exp05"
"3524","0.79"," false","161106:35",111,12.52845,27,"exp05"
"3525","0.79"," false","103194:37",111,12.52845,28,"exp05"
"3526","0.79"," false","4008:21",111,12.52845,29,"exp05"
"3527","0.68"," false","159592:14",111,12.52845,30,"exp05"
"3528","0.78"," false","87190:11",111,12.52845,31,"exp05"
"3529","1"," true","example1",112,11.83415,2,"exp05"
"3530","0"," not_sure","examplecheckbox2",112,11.83415,3,"exp05"
"3531","0"," true","example2",112,11.83415,3,"exp05"
"3532","0"," true","examplecheckbox3",112,11.83415,4,"exp05"
"3533","1"," false","example3",112,11.83415,4,"exp05"
"3534","1"," false","example4",112,11.83415,5,"exp05"
"3535","1"," false","example5",112,11.83415,6,"exp05"
"3536","0"," false","example5",112,11.83415,6,"exp05"
"3537","1"," false","94182:13",112,11.83415,8,"exp05"
"3538","1"," false","47855:7",112,11.83415,9,"exp05"
"3539","1"," false","159233:9",112,11.83415,10,"exp05"
"3540","1"," false","137794:5",112,11.83415,11,"exp05"
"3541","1"," false","166762:101",112,11.83415,12,"exp05"
"3542","1"," false","97106:13",112,11.83415,13,"exp05"
"3543","0.99"," false","55311:27",112,11.83415,14,"exp05"
"3544","0.5"," false","103194:37",112,11.83415,15,"exp05"
"3545","0.56"," false","67111:87",112,11.83415,16,"exp05"
"3546","0.61"," false","control3",112,11.83415,17,"exp05"
"3547","0.01"," false","control2",112,11.83415,18,"exp05"
"3548","0.29"," false","161106:35",112,11.83415,19,"exp05"
"3549","0.32"," false","control4",112,11.83415,20,"exp05"
"3550","0.24"," true","38063:54",112,11.83415,21,"exp05"
"3551","0.36"," false","131517:11",112,11.83415,22,"exp05"
"3552","0.4"," false","35085:21",112,11.83415,23,"exp05"
"3553","0.39"," false","4008:21",112,11.83415,24,"exp05"
"3554","0.64"," false","44119:16",112,11.83415,25,"exp05"
"3555","0.35"," false","1177:17",112,11.83415,26,"exp05"
"3556","0.26"," false","166799:28",112,11.83415,27,"exp05"
"3557","0.28"," false","159592:14",112,11.83415,28,"exp05"
"3558","0.05"," false","3297:34",112,11.83415,29,"exp05"
"3559","0.05"," false","87190:11",112,11.83415,30,"exp05"
"3560","0.02"," false","control1",112,11.83415,31,"exp05"
"3561","0"," false","examplecheckbox1",113,3.01078333333333,2,"exp05"
"3562","0.65"," true","example1",113,3.01078333333333,2,"exp05"
"3563","0.48"," true","example2",113,3.01078333333333,3,"exp05"
"3564","0.83"," false","example3",113,3.01078333333333,4,"exp05"
"3565","0.63"," false","example4",113,3.01078333333333,5,"exp05"
"3566","0.59"," true","example5",113,3.01078333333333,6,"exp05"
"3567","0.59"," true","example5",113,3.01078333333333,6,"exp05"
"3568","0.89"," true","example5",113,3.01078333333333,6,"exp05"
"3569","0.15"," true","example5",113,3.01078333333333,6,"exp05"
"3570","0.75"," false","55311:27",113,3.01078333333333,8,"exp05"
"3571","0.43"," false","137794:5",113,3.01078333333333,9,"exp05"
"3572","0.81"," false","35085:21",113,3.01078333333333,10,"exp05"
"3573","0.59"," false","control3",113,3.01078333333333,11,"exp05"
"3574","0.62"," false","3297:34",113,3.01078333333333,12,"exp05"
"3575","0.78"," false","166799:28",113,3.01078333333333,13,"exp05"
"3576","0.63"," false","1177:17",113,3.01078333333333,14,"exp05"
"3577","0.83"," false","159592:14",113,3.01078333333333,15,"exp05"
"3578","0.58"," false","103194:37",113,3.01078333333333,16,"exp05"
"3579","0.84"," false","control4",113,3.01078333333333,17,"exp05"
"3580","0.71"," false","44119:16",113,3.01078333333333,18,"exp05"
"3581","0.89"," false","159233:9",113,3.01078333333333,19,"exp05"
"3582","0.36"," false","94182:13",113,3.01078333333333,20,"exp05"
"3583","0.69"," false","38063:54",113,3.01078333333333,21,"exp05"
"3584","0.78"," false","87190:11",113,3.01078333333333,22,"exp05"
"3585","0.66"," false","97106:13",113,3.01078333333333,23,"exp05"
"3586","0.89"," false","67111:87",113,3.01078333333333,24,"exp05"
"3587","0.26"," false","4008:21",113,3.01078333333333,25,"exp05"
"3588","0.72"," false","131517:11",113,3.01078333333333,26,"exp05"
"3589","0.62"," false","161106:35",113,3.01078333333333,27,"exp05"
"3590","0.92"," false","control1",113,3.01078333333333,28,"exp05"
"3591","0.49"," false","47855:7",113,3.01078333333333,29,"exp05"
"3592","0.72"," false","166762:101",113,3.01078333333333,30,"exp05"
"3593","0.6"," false","control2",113,3.01078333333333,31,"exp05"
"3594","0"," false","examplecheckbox1",114,13.0963166666667,2,"exp05"
"3595","0.74"," true","example1",114,13.0963166666667,2,"exp05"
"3596","0"," not_sure","examplecheckbox2",114,13.0963166666667,3,"exp05"
"3597","0"," true","example2",114,13.0963166666667,3,"exp05"
"3598","1"," false","example3",114,13.0963166666667,4,"exp05"
"3599","0.51"," true","example4",114,13.0963166666667,5,"exp05"
"3600","0.2"," true","example5",114,13.0963166666667,6,"exp05"
"3601","0.16"," false","55311:27",114,13.0963166666667,8,"exp05"
"3602","0.73"," false","38063:54",114,13.0963166666667,9,"exp05"
"3603","0.96"," false","137794:5",114,13.0963166666667,10,"exp05"
"3604","0.13"," false","87190:11",114,13.0963166666667,11,"exp05"
"3605","0"," false","control2",114,13.0963166666667,12,"exp05"
"3606","0.87"," true","166762:101",114,13.0963166666667,13,"exp05"
"3607","0.23"," false","159592:14",114,13.0963166666667,14,"exp05"
"3608","0"," false","47855:7",114,13.0963166666667,15,"exp05"
"3609","0.78"," false","35085:21",114,13.0963166666667,16,"exp05"
"3610","0.22"," false","94182:13",114,13.0963166666667,17,"exp05"
"3611","0.1"," false","97106:13",114,13.0963166666667,18,"exp05"
"3612","0.82"," false","1177:17",114,13.0963166666667,19,"exp05"
"3613","0"," false","control1",114,13.0963166666667,20,"exp05"
"3614","0.97"," false","44119:16",114,13.0963166666667,21,"exp05"
"3615","0.25"," false","161106:35",114,13.0963166666667,22,"exp05"
"3616","0.64"," false","159233:9",114,13.0963166666667,23,"exp05"
"3617","0.16"," false","166799:28",114,13.0963166666667,24,"exp05"
"3618","0.68"," false","control3",114,13.0963166666667,25,"exp05"
"3619","0.9"," false","3297:34",114,13.0963166666667,26,"exp05"
"3620","0.06"," false","control4",114,13.0963166666667,27,"exp05"
"3621","0.21"," false","4008:21",114,13.0963166666667,28,"exp05"
"3622","0.68"," true","67111:87",114,13.0963166666667,29,"exp05"
"3623","0.08"," false","103194:37",114,13.0963166666667,30,"exp05"
"3624","0.3"," false","131517:11",114,13.0963166666667,31,"exp05"
"3625","0.76"," true","example1",115,13.3460333333333,2,"exp05"
"3626","0"," not_sure","examplecheckbox2",115,13.3460333333333,3,"exp05"
"3627","0.55"," true","example2",115,13.3460333333333,3,"exp05"
"3628","0.18"," true","example2",115,13.3460333333333,3,"exp05"
"3629","0.59"," false","example3",115,13.3460333333333,4,"exp05"
"3630","0.69"," false","example4",115,13.3460333333333,5,"exp05"
"3631","0.75"," unclear","example5",115,13.3460333333333,6,"exp05"
"3632","0.14"," unclear","example5",115,13.3460333333333,6,"exp05"
"3633","0.14"," true","87190:11",115,13.3460333333333,8,"exp05"
"3634","0.9"," false","35085:21",115,13.3460333333333,9,"exp05"
"3635","0.83"," true","4008:21",115,13.3460333333333,10,"exp05"
"3636","0.82"," true","control3",115,13.3460333333333,11,"exp05"
"3637","0.12"," false","control1",115,13.3460333333333,12,"exp05"
"3638","0.88"," true","44119:16",115,13.3460333333333,13,"exp05"
"3639","0.83"," false","94182:13",115,13.3460333333333,14,"exp05"
"3640","0.87"," false","161106:35",115,13.3460333333333,15,"exp05"
"3641","0.93"," false","3297:34",115,13.3460333333333,16,"exp05"
"3642","0.09"," true","47855:7",115,13.3460333333333,17,"exp05"
"3643","0.51"," true","97106:13",115,13.3460333333333,18,"exp05"
"3644","0.5"," true","1177:17",115,13.3460333333333,19,"exp05"
"3645","0.85"," false","166799:28",115,13.3460333333333,20,"exp05"
"3646","0.41"," true","159233:9",115,13.3460333333333,21,"exp05"
"3647","0.61"," false","137794:5",115,13.3460333333333,22,"exp05"
"3648","0.57"," true","103194:37",115,13.3460333333333,23,"exp05"
"3649","0.77"," false","166762:101",115,13.3460333333333,24,"exp05"
"3650","0.15"," true","control2",115,13.3460333333333,25,"exp05"
"3651","0.59"," false","159592:14",115,13.3460333333333,26,"exp05"
"3652","0.94"," false","38063:54",115,13.3460333333333,27,"exp05"
"3653","0.9"," false","67111:87",115,13.3460333333333,28,"exp05"
"3654","0.94"," false","55311:27",115,13.3460333333333,29,"exp05"
"3655","0.96"," false","control4",115,13.3460333333333,30,"exp05"
"3656","0.21"," false","131517:11",115,13.3460333333333,31,"exp05"
"3657","0.57"," true","example1",116,14.3850166666667,2,"exp05"
"3658","0.06"," true","example2",116,14.3850166666667,3,"exp05"
"3659","0.86"," false","example3",116,14.3850166666667,4,"exp05"
"3660","0.55"," not_sure","example4",116,14.3850166666667,5,"exp05"
"3661","0.56"," true","example5",116,14.3850166666667,6,"exp05"
"3662","0.09"," true","example5",116,14.3850166666667,6,"exp05"
"3663","0.54"," false","103194:37",116,14.3850166666667,8,"exp05"
"3664","0.83"," false","control2",116,14.3850166666667,9,"exp05"
"3665","0.69"," false","137794:5",116,14.3850166666667,10,"exp05"
"3666","0.22"," true","35085:21",116,14.3850166666667,11,"exp05"
"3667","0.24"," false","166762:101",116,14.3850166666667,12,"exp05"
"3668","0.52"," false","38063:54",116,14.3850166666667,13,"exp05"
"3669","0.54"," false","166799:28",116,14.3850166666667,14,"exp05"
"3670","0.32"," false","1177:17",116,14.3850166666667,15,"exp05"
"3671","0.5"," false","94182:13",116,14.3850166666667,16,"exp05"
"3672","0.5"," true","97106:13",116,14.3850166666667,17,"exp05"
"3673","0.62"," false","159592:14",116,14.3850166666667,18,"exp05"
"3674","0.31"," false","3297:34",116,14.3850166666667,19,"exp05"
"3675","0.38"," false","159233:9",116,14.3850166666667,20,"exp05"
"3676","0.69"," false","131517:11",116,14.3850166666667,21,"exp05"
"3677","0.71"," false","47855:7",116,14.3850166666667,22,"exp05"
"3678","0.5"," false","4008:21",116,14.3850166666667,23,"exp05"
"3679","0.65"," false","67111:87",116,14.3850166666667,24,"exp05"
"3680","0.52"," false","44119:16",116,14.3850166666667,25,"exp05"
"3681","0.66"," false","control4",116,14.3850166666667,26,"exp05"
"3682","0.63"," false","55311:27",116,14.3850166666667,27,"exp05"
"3683","0.04"," false","control1",116,14.3850166666667,28,"exp05"
"3684","0.56"," false","161106:35",116,14.3850166666667,29,"exp05"
"3685","0.65"," false","87190:11",116,14.3850166666667,30,"exp05"
"3686","0.59"," false","control3",116,14.3850166666667,31,"exp05"
"3687","1"," true","example1",117,12.4437833333333,2,"exp05"
"3688","0"," not_sure","examplecheckbox2",117,12.4437833333333,3,"exp05"
"3689","0.04"," true","example2",117,12.4437833333333,3,"exp05"
"3690","0.05"," false","example3",117,12.4437833333333,4,"exp05"
"3691","1"," false","example3",117,12.4437833333333,4,"exp05"
"3692","1"," false","example4",117,12.4437833333333,5,"exp05"
"3693","0.93"," false","example5",117,12.4437833333333,6,"exp05"
"3694","0.31"," false","example5",117,12.4437833333333,6,"exp05"
"3695","0.52"," false","control4",117,12.4437833333333,8,"exp05"
"3696","0.5"," false","166799:28",117,12.4437833333333,9,"exp05"
"3697","0.86"," false","4008:21",117,12.4437833333333,10,"exp05"
"3698","0.85"," false","1177:17",117,12.4437833333333,11,"exp05"
"3699","0.15"," false","131517:11",117,12.4437833333333,12,"exp05"
"3700","0.45"," false","94182:13",117,12.4437833333333,13,"exp05"
"3701","0.79"," false","control3",117,12.4437833333333,14,"exp05"
"3702","0.82"," false","3297:34",117,12.4437833333333,15,"exp05"
"3703","0.61"," false","166762:101",117,12.4437833333333,16,"exp05"
"3704","0.96"," false","control1",117,12.4437833333333,17,"exp05"
"3705","0.8"," false","159592:14",117,12.4437833333333,18,"exp05"
"3706","0.92"," false","87190:11",117,12.4437833333333,19,"exp05"
"3707","0.86"," false","137794:5",117,12.4437833333333,20,"exp05"
"3708","0.89"," false","44119:16",117,12.4437833333333,21,"exp05"
"3709","0.86"," false","159233:9",117,12.4437833333333,22,"exp05"
"3710","0.43"," false","161106:35",117,12.4437833333333,23,"exp05"
"3711","0.87"," false","103194:37",117,12.4437833333333,24,"exp05"
"3712","0.53"," false","35085:21",117,12.4437833333333,25,"exp05"
"3713","0.18"," false","47855:7",117,12.4437833333333,26,"exp05"
"3714","0.87"," true","97106:13",117,12.4437833333333,27,"exp05"
"3715","0.76"," false","55311:27",117,12.4437833333333,28,"exp05"
"3716","0.32"," true","38063:54",117,12.4437833333333,29,"exp05"
"3717","0"," true","control2",117,12.4437833333333,30,"exp05"
"3718","0.23"," false","67111:87",117,12.4437833333333,31,"exp05"
"3719","0.8"," true","example1",118,3.70366666666667,2,"exp05"
"3720","0.59"," true","example2",118,3.70366666666667,3,"exp05"
"3721","0.81"," true","example2",118,3.70366666666667,3,"exp05"
"3722","0"," true","example2",118,3.70366666666667,3,"exp05"
"3723","0"," true","examplecheckbox3",118,3.70366666666667,4,"exp05"
"3724","0.81"," false","example3",118,3.70366666666667,4,"exp05"
"3725","0.72"," true","example4",118,3.70366666666667,5,"exp05"
"3726","0.78"," true","example5",118,3.70366666666667,6,"exp05"
"3727","0"," true","example5",118,3.70366666666667,6,"exp05"
"3728","0"," false","161106:35",118,3.70366666666667,8,"exp05"
"3729","0.7"," true","166762:101",118,3.70366666666667,9,"exp05"
"3730","0.56"," false","control2",118,3.70366666666667,10,"exp05"
"3731","0.64"," false","4008:21",118,3.70366666666667,11,"exp05"
"3732","0.83"," true","159233:9",118,3.70366666666667,12,"exp05"
"3733","0.63"," true","38063:54",118,3.70366666666667,13,"exp05"
"3734","0.68"," true","1177:17",118,3.70366666666667,14,"exp05"
"3735","0.66"," true","control3",118,3.70366666666667,15,"exp05"
"3736","0.57"," true","67111:87",118,3.70366666666667,16,"exp05"
"3737","0.58"," true","47855:7",118,3.70366666666667,17,"exp05"
"3738","0.63"," true","166799:28",118,3.70366666666667,18,"exp05"
"3739","0.65"," true","87190:11",118,3.70366666666667,19,"exp05"
"3740","0.84"," true","131517:11",118,3.70366666666667,20,"exp05"
"3741","0.8"," true","103194:37",118,3.70366666666667,21,"exp05"
"3742","0.83"," true","3297:34",118,3.70366666666667,22,"exp05"
"3743","0.8"," true","control4",118,3.70366666666667,23,"exp05"
"3744","0.86"," true","control1",118,3.70366666666667,24,"exp05"
"3745","0.73"," true","35085:21",118,3.70366666666667,25,"exp05"
"3746","0.64"," true","94182:13",118,3.70366666666667,26,"exp05"
"3747","0.53"," false","137794:5",118,3.70366666666667,27,"exp05"
"3748","0.58"," false","44119:16",118,3.70366666666667,28,"exp05"
"3749","0.61"," false","159592:14",118,3.70366666666667,29,"exp05"
"3750","0.66"," false","55311:27",118,3.70366666666667,30,"exp05"
"3751","0.77"," true","97106:13",118,3.70366666666667,31,"exp05"
"3752","1"," true","example1",119,3.04811666666667,2,"exp05"
"3753","0"," not_sure","examplecheckbox2",119,3.04811666666667,3,"exp05"
"3754","0"," true","example2",119,3.04811666666667,3,"exp05"
"3755","0"," true","examplecheckbox3",119,3.04811666666667,4,"exp05"
"3756","1"," false","example3",119,3.04811666666667,4,"exp05"
"3757","1"," false","example4",119,3.04811666666667,5,"exp05"
"3758","1"," false","example5",119,3.04811666666667,6,"exp05"
"3759","0"," false","example5",119,3.04811666666667,6,"exp05"
"3760","1"," false","4008:21",119,3.04811666666667,8,"exp05"
"3761","1"," false","131517:11",119,3.04811666666667,9,"exp05"
"3762","1"," false","67111:87",119,3.04811666666667,10,"exp05"
"3763","1"," false","137794:5",119,3.04811666666667,11,"exp05"
"3764","0"," false","control1",119,3.04811666666667,12,"exp05"
"3765","1"," false","159233:9",119,3.04811666666667,13,"exp05"
"3766","1"," false","97106:13",119,3.04811666666667,14,"exp05"
"3767","1"," false","1177:17",119,3.04811666666667,15,"exp05"
"3768","1"," false","87190:11",119,3.04811666666667,16,"exp05"
"3769","1"," false","38063:54",119,3.04811666666667,17,"exp05"
"3770","1"," false","94182:13",119,3.04811666666667,18,"exp05"
"3771","1"," false","35085:21",119,3.04811666666667,19,"exp05"
"3772","1"," false","44119:16",119,3.04811666666667,20,"exp05"
"3773","1"," false","55311:27",119,3.04811666666667,21,"exp05"
"3774","1"," false","161106:35",119,3.04811666666667,22,"exp05"
"3775","1"," false","166762:101",119,3.04811666666667,23,"exp05"
"3776","1"," false","159592:14",119,3.04811666666667,24,"exp05"
"3777","1"," false","control4",119,3.04811666666667,25,"exp05"
"3778","0"," false","control3",119,3.04811666666667,26,"exp05"
"3779","1"," false","3297:34",119,3.04811666666667,27,"exp05"
"3780","1"," false","47855:7",119,3.04811666666667,28,"exp05"
"3781","0"," false","control2",119,3.04811666666667,29,"exp05"
"3782","1"," false","166799:28",119,3.04811666666667,30,"exp05"
"3783","1"," false","103194:37",119,3.04811666666667,31,"exp05"
"3784","0.83"," true","example1",120,7.47636666666667,2,"exp05"
"3785","0.03"," true","example2",120,7.47636666666667,3,"exp05"
"3786","0.9"," false","example3",120,7.47636666666667,4,"exp05"
"3787","0.57"," true","example4",120,7.47636666666667,5,"exp05"
"3788","0.79"," unclear","example5",120,7.47636666666667,6,"exp05"
"3789","0"," unclear","example5",120,7.47636666666667,6,"exp05"
"3790","0"," true","67111:87",120,7.47636666666667,8,"exp05"
"3791","0.96"," false","131517:11",120,7.47636666666667,9,"exp05"
"3792","0.12"," false","47855:7",120,7.47636666666667,10,"exp05"
"3793","0.52"," false","161106:35",120,7.47636666666667,11,"exp05"
"3794","0.9"," false","38063:54",120,7.47636666666667,12,"exp05"
"3795","0.86"," false","94182:13",120,7.47636666666667,13,"exp05"
"3796","0.93"," false","control3",120,7.47636666666667,14,"exp05"
"3797","0.02"," true","166762:101",120,7.47636666666667,15,"exp05"
"3798","0.03"," true","137794:5",120,7.47636666666667,16,"exp05"
"3799","0.96"," false","control4",120,7.47636666666667,17,"exp05"
"3800","0.99"," false","103194:37",120,7.47636666666667,18,"exp05"
"3801","0.94"," false","4008:21",120,7.47636666666667,19,"exp05"
"3802","0.98"," false","35085:21",120,7.47636666666667,20,"exp05"
"3803","0.99"," false","159233:9",120,7.47636666666667,21,"exp05"
"3804","0.95"," false","1177:17",120,7.47636666666667,22,"exp05"
"3805","0.04"," false","control1",120,7.47636666666667,23,"exp05"
"3806","0.5"," true","3297:34",120,7.47636666666667,24,"exp05"
"3807","0.93"," false","159592:14",120,7.47636666666667,25,"exp05"
"3808","0.94"," false","55311:27",120,7.47636666666667,26,"exp05"
"3809","1"," false","44119:16",120,7.47636666666667,27,"exp05"
"3810","0.59"," false","97106:13",120,7.47636666666667,28,"exp05"
"3811","0.59"," true","control2",120,7.47636666666667,29,"exp05"
"3812","0.96"," false","166799:28",120,7.47636666666667,30,"exp05"
"3813","0.91"," false","87190:11",120,7.47636666666667,31,"exp05"
"3814","1"," true","example1",121,7.22418333333333,2,"exp05"
"3815","0"," not_sure","examplecheckbox2",121,7.22418333333333,3,"exp05"
"3816","0"," true","example2",121,7.22418333333333,3,"exp05"
"3817","1"," false","example3",121,7.22418333333333,4,"exp05"
"3818","1"," false","example4",121,7.22418333333333,5,"exp05"
"3819","1"," false","example5",121,7.22418333333333,6,"exp05"
"3820","0.11"," false","example5",121,7.22418333333333,6,"exp05"
"3821","0.72"," false","4008:21",121,7.22418333333333,8,"exp05"
"3822","0.92"," false","166799:28",121,7.22418333333333,9,"exp05"
"3823","0.95"," false","47855:7",121,7.22418333333333,10,"exp05"
"3824","0"," false","control4",121,7.22418333333333,11,"exp05"
"3825","1"," false","87190:11",121,7.22418333333333,12,"exp05"
"3826","1"," false","103194:37",121,7.22418333333333,13,"exp05"
"3827","1"," false","97106:13",121,7.22418333333333,14,"exp05"
"3828","0"," false","94182:13",121,7.22418333333333,15,"exp05"
"3829","0.88"," true","166762:101",121,7.22418333333333,16,"exp05"
"3830","0.97"," false","control3",121,7.22418333333333,17,"exp05"
"3831","0.87"," false","38063:54",121,7.22418333333333,18,"exp05"
"3832","1"," false","control1",121,7.22418333333333,19,"exp05"
"3833","0.29"," false","161106:35",121,7.22418333333333,20,"exp05"
"3834","0.31"," false","67111:87",121,7.22418333333333,21,"exp05"
"3835","0.94"," false","159233:9",121,7.22418333333333,22,"exp05"
"3836","0.36"," false","159592:14",121,7.22418333333333,23,"exp05"
"3837","0.6"," false","3297:34",121,7.22418333333333,24,"exp05"
"3838","0.93"," false","55311:27",121,7.22418333333333,25,"exp05"
"3839","0.72"," false","131517:11",121,7.22418333333333,26,"exp05"
"3840","0"," false","control2",121,7.22418333333333,27,"exp05"
"3841","0.95"," false","44119:16",121,7.22418333333333,28,"exp05"
"3842","0.95"," false","35085:21",121,7.22418333333333,29,"exp05"
"3843","0.99"," false","1177:17",121,7.22418333333333,30,"exp05"
"3844","0.8"," false","137794:5",121,7.22418333333333,31,"exp05"
"3845","0.82"," true","example1",122,17.9638833333333,2,"exp05"
"3846","0.33"," true","example2",122,17.9638833333333,3,"exp05"
"3847","0.68"," false","example3",122,17.9638833333333,4,"exp05"
"3848","0.7"," true","example4",122,17.9638833333333,5,"exp05"
"3849","0.37"," unclear","example5",122,17.9638833333333,6,"exp05"
"3850","0.85"," true","67111:87",122,17.9638833333333,8,"exp05"
"3851","0.65"," true","control1",122,17.9638833333333,9,"exp05"
"3852","0.72"," true","166799:28",122,17.9638833333333,10,"exp05"
"3853","0.8"," true","159233:9",122,17.9638833333333,11,"exp05"
"3854","0.81"," true","44119:16",122,17.9638833333333,12,"exp05"
"3855","0.77"," true","38063:54",122,17.9638833333333,13,"exp05"
"3856","0.83"," true","35085:21",122,17.9638833333333,14,"exp05"
"3857","0.73"," true","control2",122,17.9638833333333,15,"exp05"
"3858","0.9"," true","159592:14",122,17.9638833333333,16,"exp05"
"3859","0.82"," true","4008:21",122,17.9638833333333,17,"exp05"
"3860","0.67"," true","control4",122,17.9638833333333,18,"exp05"
"3861","0.81"," true","97106:13",122,17.9638833333333,19,"exp05"
"3862","0.81"," true","166762:101",122,17.9638833333333,20,"exp05"
"3863","0.95"," true","87190:11",122,17.9638833333333,21,"exp05"
"3864","0.65"," true","94182:13",122,17.9638833333333,22,"exp05"
"3865","0.87"," true","3297:34",122,17.9638833333333,23,"exp05"
"3866","0.66"," true","47855:7",122,17.9638833333333,24,"exp05"
"3867","0.78"," true","1177:17",122,17.9638833333333,25,"exp05"
"3868","0.76"," true","137794:5",122,17.9638833333333,26,"exp05"
"3869","0.85"," true","control3",122,17.9638833333333,27,"exp05"
"3870","0.77"," true","161106:35",122,17.9638833333333,28,"exp05"
"3871","0.78"," true","55311:27",122,17.9638833333333,29,"exp05"
"3872","0.59"," true","103194:37",122,17.9638833333333,30,"exp05"
"3873","0.85"," true","131517:11",122,17.9638833333333,31,"exp05"
"3874","0.61"," true","example1",123,10.5986333333333,2,"exp05"
"3875","0.04"," true","example2",123,10.5986333333333,3,"exp05"
"3876","0.95"," false","example3",123,10.5986333333333,4,"exp05"
"3877","0.95"," false","example4",123,10.5986333333333,5,"exp05"
"3878","0.97"," false","example5",123,10.5986333333333,6,"exp05"
"3879","0.19"," false","example5",123,10.5986333333333,6,"exp05"
"3880","0.65"," false","1177:17",123,10.5986333333333,8,"exp05"
"3881","0.35"," false","159233:9",123,10.5986333333333,9,"exp05"
"3882","0.77"," false","166762:101",123,10.5986333333333,10,"exp05"
"3883","0.8"," false","35085:21",123,10.5986333333333,11,"exp05"
"3884","0.13"," false","87190:11",123,10.5986333333333,12,"exp05"
"3885","0.14"," false","control3",123,10.5986333333333,13,"exp05"
"3886","0.87"," false","166799:28",123,10.5986333333333,14,"exp05"
