tgrep.id,MeanPredicted,MeanEmpirical
136821:73,0.4249613493456432,0.4488888888888889
137109:71,0.4811358655050384,0.3388888888888889
137234:56,0.4039558915848743,0.5433333333333333
137574:82,0.4758237101725738,0.41555555555555557
137591:36,0.4758237101725738,0.4988888888888889
137750:18,0.49090534657623747,0.45
137818:79,0.4835171765161431,0.4011111111111111
137821:43,0.53835029713002,0.6025
137870:64,0.4314272032651343,0.5252631578947369
137872:18,0.4576891109341604,0.41333333333333333
13821:162,0.43989033760756946,0.43666666666666665
138235:84,0.4758237101725738,0.59
138255:100,0.4455993781085515,0.5288888888888889
138283:70,0.43094515650175275,0.28444444444444444
138291:77,0.45826917387276284,0.42666666666666664
13834:72,0.40920806111833463,0.30777777777777776
138388:14,0.53835029713002,0.7725
138712:57,0.43094515650175275,0.31555555555555553
13874:94,0.43094515650175275,0.18333333333333332
138826:8,0.45826917387276284,0.5388888888888889
13897:70,0.519969552763055,0.5344444444444445
139014:49,0.4582081146160678,0.5666666666666667
139019:32,0.4883103281667002,0.47333333333333333
139225:66,0.5417371777748206,0.6111111111111112
139294:19,0.52003061201975,0.5488888888888889
139390:26,0.4538729073907232,0.20888888888888887
139418:63,0.4883103281667002,0.42777777777777776
139466:13,0.52003061201975,0.6611111111111111
139481:20,0.53835029713002,0.62875
139490:160,0.4455993781085515,0.8055555555555556
139625:23,0.45976512566179023,0.27555555555555555
139715:64,0.4314272032651343,0.4936842105263158
139777:33,0.45826917387276284,0.3422222222222222
139927:102,0.4811358655050384,0.5144444444444445
139930:62,0.46275702923984496,0.61
139942:19,0.47933461743253597,0.5677777777777778
13998:38,0.5907982905292487,0.6588888888888889
140027:33,0.4811358655050384,0.4766666666666666
140033:105,0.45826917387276284,0.5666666666666667
14012:39,0.519969552763055,0.5177777777777778
140143:61,0.41549716455791913,0.4177777777777778
140767:28,0.46275702923984496,0.24222222222222223
140815:62,0.49090534657623747,0.5277777777777778
141002:47,0.4758237101725738,0.56
14114:23,0.39513390245013835,0.3488888888888889
141145:35,0.52003061201975,0.5633333333333334
14141:68,0.43989033760756946,0.38222222222222224
14162:28,0.4582081146160678,0.4255555555555556
14163:45,0.4314272032651343,0.5594736842105263
14175:23,0.5047963274743488,0.58
14190:71,0.4249613493456432,0.5344444444444445
141931:26,0.43989033760756946,0.7722222222222223
14202:59,0.52003061201975,0.5311111111111111
142117:49,0.45228536671665337,0.5766666666666667
142177:29,0.40920806111833463,0.4777777777777778
14253:43,0.5462860923985976,0.5033333333333333
14262:12,0.4582081146160678,0.24333333333333332
142727:53,0.4249613493456432,0.5566666666666666
14292:63,0.43750902659646473,0.5466666666666666
14300:70,0.4538729073907232,0.4266666666666667
143084:47,0.43750902659646473,0.55
143238:29,0.4835171765161431,0.7022222222222222
143249:92,0.43094515650175275,0.3022222222222222
1433:51,0.43750902659646473,0.31777777777777777
143409:35,0.4902947540092875,0.5755555555555556
143478:98,0.5164281158747452,0.5333333333333333
143588:93,0.4582081146160678,0.43
143849:35,0.45228536671665337,0.35555555555555557
143964:138,0.5047963274743488,0.46111111111111114
14405:66,0.5417371777748206,0.6755555555555556
14407:35,0.4835171765161431,0.6588888888888889
144163:103,0.5462860923985976,0.57
144197:16,0.39513390245013835,0.6944444444444444
144355:73,0.43094515650175275,0.5766666666666667
14463:19,0.47933461743253597,0.5755555555555556
144793:82,0.4076205204442648,0.21333333333333332
144961:19,0.39513390245013835,0.2633333333333333
145001:59,0.4039558915848743,0.25555555555555554
145063:39,0.43094515650175275,0.46444444444444444
14511:27,0.4431264782124042,0.6089473684210526
145167:70,0.45228536671665337,0.2822222222222222
145555:164,0.4553688591797506,0.45666666666666667
14556:18,0.4902947540092875,0.5644444444444444
145577:99,0.5164281158747452,0.6122222222222222
145587:30,0.4883408577950477,0.6222222222222222
145702:45,0.40920806111833463,0.39444444444444443
145722:85,0.4835171765161431,0.3688888888888889
145844:39,0.4576891109341604,0.6677777777777778
146215:108,0.39513390245013835,0.47777777777777775
14639:25,0.4314272032651343,0.6221052631578947
146409:30,0.5907982905292487,0.6077777777777778
146522:172,0.4538729073907232,0.4911111111111111
146529:68,0.39513390245013835,0.08
146661:26,0.4553383295514031,0.2011111111111111
147025:20,0.4553688591797506,0.4666666666666667
147141:84,0.47933461743253597,0.4988888888888889
147719:68,0.49050846140772003,0.41888888888888887
147886:19,0.43094515650175275,0.20777777777777778
147927:43,0.43989033760756946,0.49777777777777776
147989:35,0.4076205204442648,0.32
148422:49,0.49090534657623747,0.5344444444444444
148616:32,0.49050846140772003,0.5088888888888888
148624:46,0.47933461743253597,0.6533333333333333
14875:209,0.5027508423750664,0.45555555555555555
148987:58,0.43989033760756946,0.6144444444444445
149345:54,0.4758237101725738,0.5722222222222222
149373:37,0.4883103281667002,0.57
149535:62,0.45228536671665337,0.7388888888888889
150028:44,0.49090534657623747,0.45555555555555555
150048:18,0.5907982905292487,0.6255555555555555
150084:23,0.43750902659646473,0.4022222222222222
150122:69,0.41549716455791913,0.23777777777777778
1502:41,0.4553688591797506,0.4488888888888889
150256:47,0.4902947540092875,0.5888888888888889
150321:38,0.45170530377805096,0.3411111111111111
150350:31,0.4314272032651343,0.3642105263157895
150405:11,0.4792430285474935,0.37222222222222223
150475:29,0.5027508423750664,0.6744444444444444
150670:77,0.47933461743253597,0.59
150988:24,0.49050846140772003,0.41444444444444445
151151:32,0.4883408577950477,0.46111111111111114
151239:56,0.5027508423750664,0.6699999999999999
151277:32,0.4902947540092875,0.61
151327:145,0.4431264782124042,0.5636842105263158
151366:42,0.45976512566179023,0.28444444444444444
151762:61,0.4538729073907232,0.4888888888888889
151776:116,0.519969552763055,0.7788888888888889
151803:31,0.45228536671665337,0.48333333333333334
151896:22,0.40920806111833463,0.6244444444444445
152062:17,0.5462860923985976,0.5155555555555555
15207:70,0.53835029713002,0.73375
152148:57,0.43750902659646473,0.4222222222222222
15229:24,0.43989033760756946,0.3377777777777778
152368:30,0.47399193247172394,0.21444444444444444
152387:44,0.4314272032651343,0.47842105263157897
152408:21,0.4076205204442648,0.5655555555555556
152457:56,0.4758237101725738,0.6533333333333333
152475:203,0.4455993781085515,0.6966666666666667
152534:46,0.47933461743253597,0.44333333333333336
152622:62,0.4576891109341604,0.3
152640:26,0.47933461743253597,0.45444444444444443
152676:84,0.5027508423750664,0.7933333333333333
152800:99,0.49050846140772003,0.41888888888888887
152813:245,0.4811358655050384,0.4855555555555556
152986:22,0.53835029713002,0.580625
153003:37,0.4538729073907232,0.7011111111111111
153155:30,0.519969552763055,0.6188888888888889
153376:44,0.47399193247172394,0.40444444444444444
153451:44,0.4455993781085515,0.5544444444444444
153470:46,0.4792430285474935,0.7588888888888888
15370:23,0.5164281158747452,0.79
153702:24,0.41549716455791913,0.6044444444444445
153770:93,0.49050846140772003,0.4911111111111111
153824:74,0.4538729073907232,0.29555555555555557
153841:35,0.4883103281667002,0.31222222222222223
153868:23,0.4314272032651343,0.3121052631578947
15459:47,0.43989033760756946,0.37666666666666665
154689:23,0.53835029713002,0.49375
154873:15,0.4902947540092875,0.4355555555555556
154907:14,0.43750902659646473,0.54
155051:35,0.45170530377805096,0.3055555555555556
155153:30,0.4758237101725738,0.4
155454:77,0.4792430285474935,0.3277777777777778
155506:58,0.4883103281667002,0.4588888888888889
155785:58,0.5417371777748206,0.5088888888888888
155799:32,0.45826917387276284,0.6333333333333333
155861:103,0.41549716455791913,0.39444444444444443
155977:76,0.4902947540092875,0.43666666666666665
156117:69,0.4883103281667002,0.5255555555555556
156143:17,0.4249613493456432,0.4911111111111111
156153:26,0.43094515650175275,0.47333333333333333
156208:29,0.52003061201975,0.46555555555555556
156317:102,0.45826917387276284,0.4577777777777778
156479:48,0.4576891109341604,0.44333333333333336
156661:22,0.45228536671665337,0.3088888888888889
156857:70,0.5417371777748206,0.4666666666666667
156906:44,0.47933461743253597,0.18222222222222223
157011:154,0.41549716455791913,0.24444444444444446
157037:38,0.4553688591797506,0.6055555555555555
157389:42,0.4249613493456432,0.7433333333333333
157431:41,0.4835171765161431,0.27555555555555555
157474:125,0.47399193247172394,0.47333333333333333
157511:153,0.45826917387276284,0.6022222222222222
157526:224,0.4076205204442648,0.59
157597:36,0.4249613493456432,0.7022222222222222
157948:33,0.4553383295514031,0.19555555555555557
158063:82,0.4582081146160678,0.67
158077:187,0.519969552763055,0.5522222222222222
158123:56,0.4883408577950477,0.54
158308:59,0.41549716455791913,0.4955555555555556
158554:133,0.5417371777748206,0.5288888888888889
159108:25,0.45228536671665337,0.6222222222222222
159146:81,0.45228536671665337,0.49333333333333335
1592:58,0.4076205204442648,0.21555555555555556
159321:28,0.4811358655050384,0.4722222222222222
159334:42,0.4553688591797506,0.2866666666666667
159476:33,0.519969552763055,0.3411111111111111
159867:30,0.4792430285474935,0.27666666666666667
160000:141,0.45826917387276284,0.15222222222222223
160003:12,0.52003061201975,0.5266666666666667
160310:27,0.4538729073907232,0.33444444444444443
160448:28,0.4455993781085515,0.17333333333333334
160728:37,0.4758237101725738,0.6233333333333333
160767:43,0.4314272032651343,0.4010526315789474
160808:39,0.5164281158747452,0.7244444444444444
161207:19,0.4076205204442648,0.4866666666666667
161931:92,0.46275702923984496,0.4677777777777778
162139:49,0.4883408577950477,0.3377777777777778
162164:181,0.5907982905292487,0.6655555555555556
162268:64,0.5027508423750664,0.5333333333333333
162444:31,0.43989033760756946,0.26333333333333336
162665:33,0.46275702923984496,0.5255555555555556
162681:59,0.43989033760756946,0.32
162718:32,0.4811358655050384,0.3877777777777778
162817:63,0.4792430285474935,0.28111111111111114
162850:90,0.4076205204442648,0.4088888888888889
162962:70,0.4576891109341604,0.45666666666666667
16299:25,0.4582081146160678,0.5111111111111111
163049:87,0.4792430285474935,0.33666666666666667
163053:76,0.5462860923985976,0.45222222222222225
163278:40,0.45976512566179023,0.42666666666666664
163335:87,0.4883103281667002,0.29888888888888887
163402:100,0.5027508423750664,0.5833333333333334
163492:87,0.5164281158747452,0.5544444444444444
163526:49,0.5417371777748206,0.7911111111111111
163620:59,0.46275702923984496,0.3977777777777778
163718:34,0.4039558915848743,0.5155555555555555
163866:106,0.4758237101725738,0.39666666666666667
163926:23,0.5907982905292487,0.56
164042:75,0.5462860923985976,0.5599999999999999
164097:49,0.4902947540092875,0.5733333333333334
164180:99,0.5164281158747452,0.2688888888888889
164352:51,0.4883103281667002,0.5466666666666666
164419:42,0.4455993781085515,0.4
164502:39,0.39513390245013835,0.59
164667:49,0.43094515650175275,0.4444444444444444
164711:79,0.39513390245013835,0.3522222222222222
164864:140,0.45170530377805096,0.47555555555555556
165010:22,0.47933461743253597,0.5988888888888889
165043:58,0.52003061201975,0.44222222222222224
165055:25,0.5462860923985976,0.5922222222222222
165157:25,0.45826917387276284,0.37444444444444447
165235:41,0.4811358655050384,0.5822222222222222
165394:22,0.4553688591797506,0.6222222222222222
165670:54,0.4553688591797506,0.5177777777777778
165868:35,0.4039558915848743,0.3333333333333333
165876:47,0.39513390245013835,0.5811111111111111
165932:19,0.46275702923984496,0.5422222222222222
166593:34,0.5047963274743488,0.5188888888888888
166599:24,0.4314272032651343,0.49736842105263157
166635:51,0.45976512566179023,0.62
166652:28,0.5907982905292487,0.38666666666666666
166786:69,0.4455993781085515,0.33555555555555555
166827:24,0.4902947540092875,0.6555555555555556
166916:31,0.49090534657623747,0.5311111111111111
166934:41,0.47399193247172394,0.5122222222222222
166963:23,0.45228536671665337,0.38666666666666666
167079:57,0.49090534657623747,0.21222222222222223
167164:56,0.49090534657623747,0.6222222222222222
167649:52,0.4249613493456432,0.6788888888888889
168438:37,0.40920806111833463,0.3111111111111111
168510:23,0.4553688591797506,0.4911111111111111
168511:31,0.45170530377805096,0.25333333333333335
168755:23,0.4039558915848743,0.6844444444444444
168838:150,0.4076205204442648,0.35
168860:102,0.49090534657623747,0.5566666666666666
168929:25,0.4538729073907232,0.6711111111111111
168937:102,0.46275702923984496,0.4266666666666667
169005:87,0.4076205204442648,0.5511111111111111
169316:26,0.4883408577950477,0.40111111111111114
169332:97,0.5047963274743488,0.5633333333333334
169350:140,0.519969552763055,0.32333333333333336
169391:49,0.43989033760756946,0.40555555555555556
169514:73,0.5417371777748206,0.77
169551:32,0.47399193247172394,0.6144444444444445
169577:50,0.4553688591797506,0.6744444444444444
169798:47,0.4792430285474935,0.4222222222222222
169818:51,0.5417371777748206,0.34555555555555556
169940:25,0.53835029713002,0.275625
169950:101,0.52003061201975,0.2477777777777778
170074:84,0.5047963274743488,0.68
170132:31,0.45976512566179023,0.44555555555555554
170139:15,0.4902947540092875,0.72
170155:23,0.4883408577950477,0.5622222222222222
170249:63,0.4538729073907232,0.37555555555555553
170320:16,0.49090534657623747,0.8877777777777778
170660:30,0.519969552763055,0.5122222222222222
170713:59,0.45170530377805096,0.37222222222222223
170776:46,0.45976512566179023,0.4888888888888889
170868:28,0.4039558915848743,0.36444444444444446
170872:72,0.4835171765161431,0.38666666666666666
170957:97,0.41549716455791913,0.3411111111111111
170974:61,0.4314272032651343,0.2768421052631579
171201:237,0.4455993781085515,0.1888888888888889
171205:49,0.47933461743253597,0.49777777777777776
171214:55,0.4076205204442648,0.31666666666666665
171235:79,0.5047963274743488,0.6633333333333333
171264:74,0.49050846140772003,0.7211111111111111
171282:127,0.53835029713002,0.753125
171530:129,0.5027508423750664,0.47333333333333333
171908:16,0.5417371777748206,0.6255555555555555
171916:24,0.5907982905292487,0.5022222222222222
172194:58,0.4883408577950477,0.4177777777777778
172264:108,0.47399193247172394,0.3211111111111111
172615:77,0.47399193247172394,0.5266666666666666
172822:16,0.43989033760756946,0.5388888888888889
172843:32,0.4811358655050384,0.5633333333333334
1730:76,0.45976512566179023,0.2388888888888889
173001:38,0.5027508423750664,0.4033333333333333
173411:18,0.49090534657623747,0.6522222222222223
173415:33,0.4576891109341604,0.5711111111111111
173455:167,0.4758237101725738,0.55
173464:69,0.45826917387276284,0.47
17349:18,0.43989033760756946,0.36333333333333334
173504:75,0.4553688591797506,0.6666666666666666
173510:113,0.5907982905292487,0.5766666666666667
173549:65,0.43094515650175275,0.29888888888888887
173565:96,0.39513390245013835,0.45666666666666667
173602:32,0.4792430285474935,0.4855555555555556
173701:143,0.45228536671665337,0.4855555555555556
173714:78,0.4883408577950477,0.2977777777777778
173724:140,0.49050846140772003,0.4722222222222222
173993:39,0.47399193247172394,0.2
174072:59,0.4076205204442648,0.42444444444444446
174107:42,0.4883408577950477,0.4633333333333333
174254:56,0.5164281158747452,0.27666666666666667
174455:39,0.40920806111833463,0.23555555555555557
174581:58,0.4883103281667002,0.5855555555555555
174625:55,0.4835171765161431,0.7144444444444444
174845:49,0.39513390245013835,0.6177777777777778
174875:45,0.4553383295514031,0.5888888888888889
175063:135,0.4076205204442648,0.45111111111111113
175379:45,0.39513390245013835,0.35555555555555557
175450:86,0.53835029713002,0.44375
1756:89,0.4314272032651343,0.4089473684210526
175985:81,0.5027508423750664,0.6977777777777777
175996:35,0.4553688591797506,0.38222222222222224
176020:91,0.45976512566179023,0.7166666666666667
176099:48,0.4792430285474935,0.42777777777777776
176223:59,0.52003061201975,0.6877777777777778
176348:81,0.45170530377805096,0.42777777777777776
176448:17,0.4314272032651343,0.41157894736842104
176508:24,0.53835029713002,0.4925
176653:15,0.45976512566179023,0.7255555555555555
176953:48,0.4553688591797506,0.3888888888888889
17758:53,0.5462860923985976,0.5055555555555555
17818:24,0.49050846140772003,0.7066666666666667
17825:58,0.4902947540092875,0.28111111111111114
17859:69,0.4835171765161431,0.6122222222222222
1786:119,0.4076205204442648,0.4633333333333333
18011:37,0.43094515650175275,0.6555555555555556
18012:53,0.4249613493456432,0.3277777777777778
18130:46,0.4576891109341604,0.3611111111111111
18182:39,0.4792430285474935,0.3888888888888889
18197:49,0.47399193247172394,0.26555555555555554
18302:57,0.5907982905292487,0.6777777777777778
18325:82,0.53835029713002,0.51625
18419:16,0.5907982905292487,0.4688888888888889
18501:69,0.4811358655050384,0.5377777777777778
